2018,2,Turkey,100200,"Coffee not roasted or decaffeinated, in grain"
2018,2,Kuwait,8044,"Soluble coffee, including decaffeinated"
2018,6,South Korea,28800,"Coffee not roasted or decaffeinated, in grain"
2018,1,Trinidad and Tobago,19500,"Coffee not roasted or decaffeinated, in grain"
2018,9,Colombia,158400,"Coffee not roasted or decaffeinated, in grain"
2018,7,Chile,4,"Soluble coffee, including decaffeinated"
2018,2,Bolivia,13,"Soluble coffee, including decaffeinated"
2018,9,Uruguay,17570,"Soluble coffee, including decaffeinated"
2018,11,Malta,48,"Soluble coffee, including decaffeinated"
2018,1,Paraguay,53520,"Coffee not roasted or decaffeinated, in grain"
2018,6,Spain,108000,"Coffee not roasted or decaffeinated, in grain"
2018,3,United Kingdom,88176,"Soluble coffee, including decaffeinated"
2018,4,South Africa,57600,"Coffee not roasted or decaffeinated, in grain"
2018,7,South Korea,6014,"Soluble coffee, including decaffeinated"
2018,5,Russia,128400,"Coffee not roasted or decaffeinated, in grain"
2018,6,Denmark,38400,"Coffee not roasted or decaffeinated, in grain"
2018,3,Djibouti,18446,"Soluble coffee, including decaffeinated"
2018,2,Romania,37440,"Soluble coffee, including decaffeinated"
2018,5,Tunisia,307200,"Coffee not roasted or decaffeinated, in grain"
2018,5,Paraguay,9877,"Coffee roasted, not decaffeinated"
2018,7,Poland,55675,"Soluble coffee, including decaffeinated"
2018,7,Italy,440000,"Coffee not roasted or decaffeinated, in grain"
2018,7,Argentina,14640,"Coffee roasted, not decaffeinated"
2018,11,Uruguay,18,"Coffee roasted, not decaffeinated"
2018,2,Singapore,52135,"Soluble coffee, including decaffeinated"
2018,11,Panama,70,"Soluble coffee, including decaffeinated"
2018,7,Malaysia,184,"Soluble coffee, including decaffeinated"
2018,2,South Korea,225000,"Coffee not roasted or decaffeinated, in grain"
2018,5,Israel,19200,"Coffee not roasted or decaffeinated, in grain"
2018,5,Afghanistan,5069,"Soluble coffee, including decaffeinated"
2018,2,Lebanon,26400,"Coffee not roasted or decaffeinated, in grain"
2018,3,United States,59,"Coffee not roasted or decaffeinated, in grain"
2018,9,Hong Kong,19175,"Coffee not roasted or decaffeinated, in grain"
2018,4,Bahrein,10203,"Soluble coffee, including decaffeinated"
2018,11,Singapore,3,"Coffee roasted, not decaffeinated"
2018,9,Norway,345600,"Coffee not roasted or decaffeinated, in grain"
2018,4,United States,2715,"Coffee roasted, not decaffeinated"
2018,9,Peru,0,"Coffee not roasted or decaffeinated, except in grain"
2018,5,Egypt,38400,"Coffee not roasted or decaffeinated, in grain"
2018,11,Bolivia,2550,"Coffee roasted, not decaffeinated"
2018,6,Canada,224,"Coffee roasted, not decaffeinated"
2018,6,Uruguay,881,"Soluble coffee, including decaffeinated"
2018,11,Russia,300,"Coffee not roasted or decaffeinated, in grain"
2018,8,Italy,129614,"Coffee not roasted or decaffeinated, in grain"
2018,8,Uruguay,696,"Soluble coffee, including decaffeinated"
2018,3,Philippines,19200,"Coffee not roasted or decaffeinated, in grain"
2018,11,Philippines,57525,"Coffee not roasted or decaffeinated, in grain"
2018,10,Saudi Arabia,88800,"Coffee not roasted or decaffeinated, in grain"
2018,9,United Kingdom,1050,"Coffee not roasted or decaffeinated, except in grain"
2018,11,Italy,6,"Coffee roasted, not decaffeinated"
2018,9,Germany,14400,"Soluble coffee, including decaffeinated"
2018,8,Malta,4800,"Soluble coffee, including decaffeinated"
2018,8,Italy,264624,"Coffee not roasted or decaffeinated, in grain"
2018,11,Panama,33,"Coffee roasted, not decaffeinated"
2018,10,South Korea,76700,"Coffee not roasted or decaffeinated, in grain"
2018,10,Saudi Arabia,37000,"Coffee not roasted or decaffeinated, in grain"
2018,10,United Kingdom,1667,"Coffee roasted, not decaffeinated"
2018,10,Marshall Islands,21,"Soluble coffee, including decaffeinated"
2018,11,Belgium,5448000,"Coffee not roasted or decaffeinated, in grain"
2018,8,Jordan,76800,"Coffee not roasted or decaffeinated, in grain"
2018,11,Paraguay,150,"Roasted, decaffeinated coffee"
2018,9,Belgium,189600,"Coffee not roasted or decaffeinated, in grain"
2018,11,Argentina,40049,"Soluble coffee, including decaffeinated"
2018,9,Liberia,2,"Coffee not roasted or decaffeinated, except in grain"
2018,11,Lebanon,8023,"Soluble coffee, including decaffeinated"
2018,11,Hong Kong,111,"Soluble coffee, including decaffeinated"
2018,8,Dominican Republic,1517,"Soluble coffee, including decaffeinated"
2018,9,Colombia,11842,"Soluble coffee, including decaffeinated"
2018,10,Germany,2289600,"Coffee not roasted or decaffeinated, in grain"
2018,10,Singapore,143506,"Soluble coffee, including decaffeinated"
2018,12,Jordan,57600,"Coffee not roasted or decaffeinated, in grain"
2018,12,Sweden,4517800,"Coffee not roasted or decaffeinated, in grain"
2018,12,Australia,272951,"Coffee not roasted or decaffeinated, in grain"
2018,10,Jordan,883200,"Coffee not roasted or decaffeinated, in grain"
2018,8,United Arab Emirates,7680,"Soluble coffee, including decaffeinated"
2018,10,Portugal,1,"Coffee roasted, not decaffeinated"
2018,8,Paraguay,1164,"Soluble coffee, including decaffeinated"
2018,12,Slovenia,787150,"Coffee not roasted or decaffeinated, in grain"
2018,12,Lebanon,268775,"Coffee not roasted or decaffeinated, in grain"
2018,10,Lithuania,39575,"Coffee not roasted or decaffeinated, in grain"
2018,8,United Kingdom,96000,"Soluble coffee, including decaffeinated"
2018,10,Uruguay,8020,"Coffee roasted, not decaffeinated"
2018,10,United States,316800,"Coffee not roasted or decaffeinated, in grain"
2018,11,Marshall Islands,1,"Soluble coffee, including decaffeinated"
2018,11,Netherlands,19300,"Coffee not roasted or decaffeinated, in grain"
2018,8,United States,650,"Coffee roasted, not decaffeinated"
2018,12,Bahrein,1860,"Soluble coffee, including decaffeinated"
2018,12,Liberia,82,"Coffee roasted, not decaffeinated"
2018,8,Senegal,5760,"Soluble coffee, including decaffeinated"
2018,12,Thailand,50,"Coffee not roasted or decaffeinated, in grain"
2018,12,Jordan,22703,"Soluble coffee, including decaffeinated"
2018,12,Singapore,16,"Coffee roasted, not decaffeinated"
2018,10,Colombia,61523,"Soluble coffee, including decaffeinated"
2018,10,Norway,3,"Coffee roasted, not decaffeinated"
2018,12,Saudi Arabia,57200,"Coffee not roasted or decaffeinated, in grain"
2018,12,Oman,38400,"Coffee not roasted or decaffeinated, in grain"
2018,12,Cyprus,1,"Roasted, decaffeinated coffee"
2018,10,Singapore,4,"Coffee not roasted or decaffeinated, except in grain"
2018,12,Jordan,134400,"Coffee not roasted or decaffeinated, in grain"
2018,12,Slovenia,271200,"Coffee not roasted or decaffeinated, in grain"
2018,12,Colombia,98144,"Soluble coffee, including decaffeinated"
2018,12,Argentina,84000,"Coffee not roasted or decaffeinated, in grain"
2018,10,Italy,570048,"Coffee not roasted or decaffeinated, in grain"
2018,12,Oman,26400,"Coffee not roasted or decaffeinated, in grain"
2018,10,Albania,96000,"Coffee not roasted or decaffeinated, in grain"
2018,12,Denmark,81,"Coffee roasted, not decaffeinated"
2018,10,Bulgaria,18829,"Soluble coffee, including decaffeinated"
2018,1,Lebanon,38400,"Coffee not roasted or decaffeinated, in grain"
2018,5,Italy,760775,"Coffee not roasted or decaffeinated, in grain"
2018,1,Syria,950400,"Coffee not roasted or decaffeinated, in grain"
2018,2,Australia,38820,"Coffee not roasted or decaffeinated, in grain"
2018,4,Canada,3110310,"Coffee not roasted or decaffeinated, in grain"
2018,1,Poland,519615,"Coffee not roasted or decaffeinated, in grain"
2018,5,Nicaragua,28980,"Soluble coffee, including decaffeinated"
2018,3,Canada,2343270,"Coffee not roasted or decaffeinated, in grain"
2018,7,Lebanon,38400,"Coffee not roasted or decaffeinated, in grain"
2018,2,Czech Republic,19175,"Coffee not roasted or decaffeinated, in grain"
2018,11,Liberia,0,"Soluble coffee, including decaffeinated"
2018,6,Germany,427200,"Coffee not roasted or decaffeinated, in grain"
2018,5,Norway,420,"Soluble coffee, including decaffeinated"
2018,5,Canada,2039690,"Coffee not roasted or decaffeinated, in grain"
2018,11,Germany,2786400,"Coffee not roasted or decaffeinated, in grain"
2018,6,United Arab Emirates,211200,"Coffee not roasted or decaffeinated, in grain"
2018,3,Germany,320700,"Coffee not roasted or decaffeinated, in grain"
2018,9,Poland,197385,"Coffee not roasted or decaffeinated, in grain"
2018,2,Italy,1264800,"Coffee not roasted or decaffeinated, in grain"
2018,4,Slovenia,1183200,"Coffee not roasted or decaffeinated, in grain"
2018,2,Japan,153815,"Soluble coffee, including decaffeinated"
2018,5,France,180,"Coffee not roasted or decaffeinated, in grain"
2018,11,Italy,2702434,"Coffee not roasted or decaffeinated, in grain"
2018,11,Australia,177860,"Coffee not roasted or decaffeinated, in grain"
2018,7,United States,441600,"Coffee not roasted or decaffeinated, in grain"
