REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,id
814,Arabica,South America,Colombia,,07/28/12,Caturra,,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,0.07,0,0,2,COL
815,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,0.1,0,0,1,GTM
816,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,0.11,2,0,0,GTM
817,Arabica,North America,Honduras,2017.0,06/01/18,Caturra,Green,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.12,0,0,1,HND
818,Arabica,South America,Brazil,2016.0,10/26/17,Catuai,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.11,0,0,4,BRA
819,Arabica,North America,El Salvador,2014.0,05/04/16,Bourbon,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,0.11,0,0,2,SLV
820,Arabica,North America,Guatemala,2015.0,04/19/16,Catuai,Green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7,GTM
821,Arabica,Africa,Tanzania,2014.0,01/06/16,Other,Green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0,4,TZA
822,Arabica,North America,Nicaragua,2013.0,07/29/15,,Green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,0.12,0,3,4,NIC
823,Arabica,Africa,Zambia,2014.0,06/20/15,SL28,,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,1,3,ZMB
824,Arabica,North America,Honduras,2012.0,01/17/15,,Green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0,HND
825,Arabica,Asia,Taiwan,2012.0,12/26/14,Typica,Green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,TWN
826,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,0.12,0,0,6,MEX
827,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,0.13,0,2,7,MEX
828,Arabica,North America,Mexico,2012.0,09/27/13,Mundo Novo,,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.14,0,2,8,MEX
829,Arabica,North America,Mexico,2012.0,07/11/13,Other,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,0.12,0,0,4,MEX
830,Arabica,North America,Mexico,2012.0,07/11/13,Bourbon,Green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,0.12,0,0,0,MEX
831,Arabica,South America,Brazil,2012.0,02/28/13,Mundo Novo,Green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,3,BRA
832,Arabica,South America,Colombia,2010.0,02/01/12,,,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.09,0,0,1,COL
833,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.1,0,1,1,GTM
834,Arabica,North America,Costa Rica,2016.0,02/13/18,Catuai,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,0.0,0,1,4,CRI
835,Arabica,South America,Brazil,2016.0,01/20/18,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,1,0,3,BRA
836,Arabica,Asia,Indonesia,2015.0,01/19/18,Other,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0.11,1,0,0,IDN
837,Arabica,North America,Guatemala,2015.0,08/02/17,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,0.1,0,2,6,GTM
838,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,0.0,0,0,1,BRA
839,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,0.0,0,0,0,BRA
840,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0.0,0,0,2,MMR
841,Arabica,North America,Mexico,2015.0,06/24/16,Catuai,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7,MEX
842,Arabica,North America,Honduras,2015.0,05/11/16,Catuai,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0.12,0,0,1,HND
843,Arabica,North America,Costa Rica,2015.0,05/06/16,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0.09,0,0,0,CRI
844,Arabica,Asia,Taiwan,2014.0,04/29/16,Typica,Green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,0.0,0,0,0,TWN
845,Arabica,Asia,Indonesia,2014.0,03/20/16,Typica,,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,0.11,0,2,6,IDN
846,Arabica,Africa,Malawi,2014.0,10/31/15,Gesha,Green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.13,0,0,0,MWI
847,Arabica,South America,Brazil,2014.0,10/15/15,Bourbon,Green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,0.11,0,0,0,BRA
848,Arabica,North America,Honduras,2014.0,05/16/15,Caturra,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.1,0,0,4,HND
849,Arabica,North America,Mexico,2014.0,04/26/15,Typica,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,MEX
850,Arabica,South America,Colombia,2013.0,07/19/14,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,2,0,COL
851,Arabica,North America,United States,2012.0,03/06/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,0.0,0,1,1,USA
852,Arabica,South America,Brazil,2012.0,03/02/14,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,0,BRA
853,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,0.11,0,0,1,GTM
854,Arabica,North America,Mexico,2012.0,08/31/13,Bourbon,Green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,0.12,0,0,2,MEX
855,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0,10,MEX
856,Arabica,South America,Brazil,2011.0,10/27/12,Mundo Novo,,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.02,0,0,2,BRA
857,Arabica,South America,Colombia,2011.0,06/13/12,,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.05,0,0,0,COL
858,Arabica,North America,United States,,05/24/11,,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,0.02,0,3,12,USA
859,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,1,0,1,GTM
860,Arabica,Asia,Vietnam,2014.0,12/20/16,Caturra,Bluish-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0,VNM
861,Arabica,Africa,Tanzania,2014.0,01/08/16,Other,Bluish-Green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0,4,TZA
862,Arabica,South America,Brazil,2013.0,08/25/15,,Bluish-Green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,0.1,0,0,1,BRA
863,Arabica,North America,Mexico,2012.0,09/27/13,Bourbon,,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,0.13,0,2,9,MEX
864,Arabica,North America,Mexico,2012.0,09/10/13,Mundo Novo,Green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0,23,MEX
865,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1,MEX
866,Arabica,North America,Mexico,2012.0,08/30/13,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,0.12,0,10,14,MEX
867,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,0.12,0,0,1,MEX
868,Arabica,South America,Colombia,2011.0,12/21/12,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0,1,COL
869,Arabica,South America,Colombia,,10/03/12,,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,0.08,0,0,0,COL
870,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.11,0,0,5,BRA
871,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,0.1,0,0,1,GTM
872,Arabica,North America,Guatemala,2017.0,06/05/18,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.12,1,0,3,GTM
873,Arabica,North America,Honduras,2016.0,05/02/17,Catuai,Blue-Green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.11,0,0,2,HND
874,Arabica,Africa,Tanzania,2016.0,04/27/17,,Green,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,0.0,0,0,1,TZA
875,Arabica,North America,Nicaragua,,03/11/17,,Green,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.1,0,0,1,NIC
876,Arabica,South America,Colombia,2016.0,01/20/17,,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,0.0,1,0,1,COL
877,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,0,0,BRA
878,Arabica,Africa,Tanzania,2014.0,01/02/16,Other,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0,TZA
879,Arabica,Africa,Tanzania,2013.0,12/15/15,Other,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,7,TZA
880,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.1,0,0,2,BRA
881,Arabica,Asia,Indonesia,2013.0,05/23/15,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,IDN
882,Arabica,North America,Honduras,2014.0,05/16/15,Caturra,Green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,0.1,0,0,5,HND
883,Arabica,North America,Costa Rica,2013.0,04/26/15,Caturra,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0.11,0,0,3,CRI
884,Arabica,North America,Mexico,2014.0,04/02/15,,Green,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,0.0,0,0,4,MEX
885,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,0.11,0,0,0,TWN
886,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,TWN
887,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,0.12,0,0,6,MEX
888,Arabica,North America,Guatemala,2012.0,10/05/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,4,GTM
889,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,0.13,0,1,13,MEX
890,Arabica,North America,Mexico,2012.0,08/30/13,Bourbon,Green,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,0.11,0,0,4,MEX
891,Arabica,North America,Mexico,2012.0,07/27/13,Bourbon,Green,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.11,0,0,2,MEX
892,Arabica,North America,Mexico,2012.0,04/02/13,Bourbon,Green,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2,MEX
893,Arabica,North America,Mexico,2012.0,02/28/13,Caturra,Green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,0.11,0,0,4,MEX
894,Arabica,North America,United States,2012.0,02/07/13,Hawaiian Kona,Green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,0.1,0,1,1,USA
895,Arabica,North America,Honduras,2018.0,01/19/19,Catimor,Blue-Green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,0.11,1,0,3,HND
896,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0,GTM
897,Arabica,Asia,Taiwan,2016.0,07/15/17,Typica,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0,TWN
898,Arabica,North America,Costa Rica,2015.0,02/03/16,Caturra,Green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,0.12,0,0,1,CRI
899,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,0.12,0,0,5,TZA
900,Arabica,Africa,Malawi,2014.0,10/31/15,Gesha,Green,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.13,0,0,0,MWI
901,Arabica,Asia,Taiwan,2014.0,08/25/15,Typica,,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,0.0,0,0,0,TWN
902,Arabica,South America,Brazil,2013.0,11/06/14,Yellow Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,0.12,0,0,3,BRA
903,Arabica,North America,Guatemala,2013.0,07/16/14,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,0.12,0,0,1,GTM
904,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,0.12,0,0,9,MEX
905,Arabica,North America,Mexico,2012.0,06/06/13,Marigojipe,,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,0.11,0,0,0,MEX
906,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,0.11,0,0,2,MEX
907,Arabica,Asia,Thailand,2011.0,11/15/12,,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,0.01,0,0,0,THA
908,Arabica,Asia,Thailand,2011.0,08/15/12,,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,0.2,0,0,0,THA
909,Arabica,North America,Costa Rica,,06/13/12,,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0,1,CRI
910,Arabica,North America,Guatemala,2017.0,08/23/18,Bourbon,Green,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,0.1,0,0,0,GTM
911,Arabica,North America,Nicaragua,2017.0,06/20/18,Caturra,Green,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,0.11,0,0,3,NIC
912,Arabica,North America,Honduras,2017.0,06/03/18,Caturra,Green,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0,5,HND
913,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.12,0,0,0,GTM
914,Arabica,Asia,Taiwan,2015.0,09/16/16,Typica,Green,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,0.12,0,0,2,TWN
915,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.0,0,0,4,MMR
916,Arabica,North America,Costa Rica,2014.0,01/07/16,Caturra,Green,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,0.12,0,1,2,CRI
917,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Green,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,0.12,0,0,0,MWI
918,Arabica,North America,Guatemala,2014.0,09/23/15,Other,Green,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,0.12,0,0,0,GTM
919,Arabica,Asia,Taiwan,2014.0,08/18/15,Typica,Blue-Green,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,0.11,0,0,0,TWN
920,Arabica,South America,Brazil,2014.0,07/29/15,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0.0,0,1,1,BRA
921,Arabica,North America,Haiti,2013.0,05/05/15,Blue Mountain,Bluish-Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,0,0,0,HTI
922,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,TWN
923,Arabica,North America,Mexico,2013.0,03/11/14,Typica,Green,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.13,0,0,2,MEX
924,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0,5,MEX
925,Arabica,North America,Mexico,2012.0,08/29/13,Catuai,Green,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,0.12,0,0,10,MEX
926,Arabica,North America,Mexico,2012.0,08/01/13,Typica,Green,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0,6,MEX
927,Arabica,North America,Mexico,2012.0,07/26/13,Bourbon,Green,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,0.13,0,0,5,MEX
928,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,0.11,0,0,3,MEX
929,Arabica,Asia,Indonesia,2012.0,05/24/13,Other,Green,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0,0,IDN
930,Arabica,South America,Brazil,2012.0,04/12/13,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.12,0,0,2,BRA
931,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,0.11,0,0,1,GTM
932,Arabica,South America,Colombia,,09/06/12,,,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,0.06,0,1,0,COL
933,Arabica,North America,United States,,06/29/11,,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,0.0,0,0,17,USA
934,Arabica,North America,Mexico,2017.0,05/12/18,Mundo Novo,Green,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,0.12,5,1,17,MEX
935,Arabica,North America,Guatemala,2016.0,03/17/17,Catuai,Green,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0,GTM
936,Arabica,South America,Brazil,2015.0,12/02/16,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,0.11,0,0,2,BRA
937,Arabica,North America,Honduras,2015.0,05/11/16,Catuai,Green,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1,HND
938,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,0.12,0,0,0,TWN
939,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Bluish-Green,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,0.12,0,0,0,MWI
940,Arabica,South America,Brazil,2014.0,10/17/15,Bourbon,Green,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,0.0,0,0,0,BRA
941,Arabica,North America,Guatemala,2014.0,05/26/15,Bourbon,Green,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,0.1,0,0,6,GTM
942,Arabica,North America,Mexico,2014.0,05/01/15,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.0,0,1,1,MEX
943,Arabica,South America,Peru,2013.0,02/27/15,,Bluish-Green,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.1,0,1,5,PER
944,Arabica,North America,Guatemala,2013.0,10/07/14,Bourbon,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,0.12,0,0,4,GTM
945,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.13,0,1,8,MEX
946,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,0.13,0,0,1,MEX
947,Arabica,South America,Colombia,2011.0,11/10/12,Caturra,Green,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,0.11,0,0,0,COL
948,Arabica,South America,Colombia,2010.0,02/22/12,,,,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,0.16,0,0,2,COL
949,Arabica,North America,United States,,05/24/11,Peaberry,,,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,0.01,0,0,10,USA
950,Arabica,South America,Colombia,2016.0,11/08/17,Caturra,,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,0.0,0,0,0,COL
951,Arabica,North America,Honduras,2016.0,06/09/17,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,0.11,2,0,3,HND
952,Arabica,North America,Mexico,2016.0,02/24/17,,Green,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,0.12,2,0,0,MEX
953,Arabica,South America,Brazil,2015.0,11/19/16,Catuai,Green,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0,14,BRA
954,Arabica,North America,Honduras,2015.0,05/21/16,Catuai,Green,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,0.09,0,0,4,HND
955,Arabica,South America,Brazil,2014.0,12/16/15,Yellow Bourbon,Green,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,6,BRA
956,Arabica,Asia,Philippines,2014.0,11/13/15,Other,Green,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,0.14,0,0,3,PHL
957,Arabica,Africa,Malawi,2014.0,11/04/15,Gesha,Green,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.13,0,0,1,MWI
958,Arabica,North America,Honduras,2014.0,01/22/15,Catuai,Green,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,0.12,0,0,3,HND
959,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,0.13,0,4,13,MEX
960,Arabica,North America,Mexico,2012.0,07/11/13,Typica,,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,0.12,0,0,4,MEX
961,Arabica,South America,Brazil,,11/15/18,Catuai,Green,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,0.11,0,0,0,BRA
962,Arabica,Asia,Taiwan,2015.0,05/18/17,Typica,Green,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,0.12,0,0,0,TWN
963,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,0.0,0,0,1,BRA
964,Arabica,North America,Nicaragua,2015.0,07/05/16,Catuai,Green,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,0.1,0,0,4,NIC
