CO_ANO,CO_MES,NO_NCM_ING,NO_PAIS_ING,KG_LIQUIDO
2009,12,"Soluble coffee, including decaffeinated",Cape Verde,528
2009,12,"Soluble coffee, including decaffeinated",Chile,81130
2009,12,"Soluble coffee, including decaffeinated",China,53100
2009,12,"Soluble coffee, including decaffeinated",Costa Rica,2135
2009,12,"Soluble coffee, including decaffeinated",Croatia,29026
2009,12,"Soluble coffee, including decaffeinated",Dominican Republic,1046
2009,12,"Soluble coffee, including decaffeinated",Egypt,10700
2009,12,"Soluble coffee, including decaffeinated",El Salvador,57534
2009,12,"Soluble coffee, including decaffeinated",Finland,195056
2009,12,"Soluble coffee, including decaffeinated",France,15660
2009,12,"Soluble coffee, including decaffeinated",French Guyana,216
2009,12,"Soluble coffee, including decaffeinated",Gabon,2783
2009,12,"Soluble coffee, including decaffeinated",Georgia,27588
2009,12,"Soluble coffee, including decaffeinated",Germany,220438
2009,12,"Soluble coffee, including decaffeinated",Ghana,7705
2009,12,"Soluble coffee, including decaffeinated",Guatemala,50390
2009,12,"Soluble coffee, including decaffeinated",Honduras,2651
2009,12,"Soluble coffee, including decaffeinated",Hong Kong,5997
2009,12,"Soluble coffee, including decaffeinated",Hungary,58800
2009,12,"Soluble coffee, including decaffeinated",Indonesia,137640
2009,12,"Soluble coffee, including decaffeinated",Iran,27761
2009,12,"Soluble coffee, including decaffeinated",Iraq,5916
2009,12,"Soluble coffee, including decaffeinated",Israel,28319
2009,12,"Soluble coffee, including decaffeinated",Italy,18834
2009,12,"Soluble coffee, including decaffeinated",Jamaica,2173
2009,12,"Soluble coffee, including decaffeinated",Japan,456067
2009,12,"Soluble coffee, including decaffeinated",Jordan,30452
2009,12,"Soluble coffee, including decaffeinated",Kenya,2487
2009,12,"Soluble coffee, including decaffeinated",Kuwait,15140
2009,12,"Soluble coffee, including decaffeinated",Lebanon,12384
2009,12,"Soluble coffee, including decaffeinated",Libya,10951
2009,12,"Soluble coffee, including decaffeinated",Lithuania,63004
2009,12,"Soluble coffee, including decaffeinated",Malaysia,145509
2009,12,"Soluble coffee, including decaffeinated",Mali,8261
2009,12,"Soluble coffee, including decaffeinated",Malta,47995
2009,12,"Soluble coffee, including decaffeinated",Myanmar,34335
2009,12,"Soluble coffee, including decaffeinated",Netherlands,6000
2009,12,"Soluble coffee, including decaffeinated",Nicaragua,5861
2009,12,"Soluble coffee, including decaffeinated",Oman,3415
2009,12,"Soluble coffee, including decaffeinated",Pakistan,2414
2009,12,"Soluble coffee, including decaffeinated",Panama,5021
2009,12,"Soluble coffee, including decaffeinated",Paraguay,32821
2009,12,"Soluble coffee, including decaffeinated",Philippines,7350
2009,12,"Soluble coffee, including decaffeinated",Poland,40680
2009,12,"Soluble coffee, including decaffeinated",Romania,64318
2009,12,"Soluble coffee, including decaffeinated",Russia,919350
2009,12,"Soluble coffee, including decaffeinated",Saudi Arabia,135377
2009,12,"Soluble coffee, including decaffeinated",Senegal,7299
2009,12,"Soluble coffee, including decaffeinated",Singapore,155776
2009,12,"Soluble coffee, including decaffeinated",South Africa,3543
2009,12,"Soluble coffee, including decaffeinated",South Korea,93368
2009,12,"Soluble coffee, including decaffeinated",Spain,5760
2009,12,"Soluble coffee, including decaffeinated",Suriname,10950
2009,12,"Soluble coffee, including decaffeinated",Switzerland,250
2009,12,"Soluble coffee, including decaffeinated",Syria,16300
2009,12,"Soluble coffee, including decaffeinated",Taiwan,58238
2009,12,"Soluble coffee, including decaffeinated",Tajikistan,28944
2009,12,"Soluble coffee, including decaffeinated",Togo,7705
2009,12,"Soluble coffee, including decaffeinated",Trinidad and Tobago,42677
2009,12,"Soluble coffee, including decaffeinated",Tunisia,5982
2009,12,"Soluble coffee, including decaffeinated",Turkey,165360
2009,12,"Soluble coffee, including decaffeinated",Ukraine,393567
2009,12,"Soluble coffee, including decaffeinated",United Arab Emirates,28065
2009,12,"Soluble coffee, including decaffeinated",United Kingdom,199342
2009,12,"Soluble coffee, including decaffeinated",United States,917180
2009,12,"Soluble coffee, including decaffeinated",Uruguay,26359
