CO_ANO,CO_MES,NO_NCM_ING,NO_PAIS_ING,KG_LIQUIDO
2009,9,"Soluble coffee, including decaffeinated",Mali,7902
2009,9,"Soluble coffee, including decaffeinated",Malta,12686
2009,9,"Soluble coffee, including decaffeinated",Myanmar,140755
2009,9,"Soluble coffee, including decaffeinated",Netherlands,22392
2009,9,"Soluble coffee, including decaffeinated",Nicaragua,143507
2009,9,"Soluble coffee, including decaffeinated",Norway,13000
2009,9,"Soluble coffee, including decaffeinated",Oman,3120
2009,9,"Soluble coffee, including decaffeinated",Pakistan,5125
2009,9,"Soluble coffee, including decaffeinated",Panama,3402
2009,9,"Soluble coffee, including decaffeinated",Paraguay,51802
2009,9,"Soluble coffee, including decaffeinated",Poland,75760
2009,9,"Soluble coffee, including decaffeinated",Puerto Rico,1462
2009,9,"Soluble coffee, including decaffeinated",Qatar,21024
2009,9,"Soluble coffee, including decaffeinated",Romania,45737
2009,9,"Soluble coffee, including decaffeinated",Russia,843916
2009,9,"Soluble coffee, including decaffeinated",Saudi Arabia,112620
2009,9,"Soluble coffee, including decaffeinated",Singapore,236859
2009,9,"Soluble coffee, including decaffeinated",South Africa,7585
2009,9,"Soluble coffee, including decaffeinated",South Korea,55965
2009,9,"Soluble coffee, including decaffeinated",Spain,4284
2009,9,"Soluble coffee, including decaffeinated",Suriname,18696
2009,9,"Soluble coffee, including decaffeinated",Switzerland,30228
2009,9,"Soluble coffee, including decaffeinated",Syria,19740
2009,9,"Soluble coffee, including decaffeinated",Taiwan,28530
2009,9,"Soluble coffee, including decaffeinated",Trinidad and Tobago,23661
2009,9,"Soluble coffee, including decaffeinated",Tunisia,13366
2009,9,"Soluble coffee, including decaffeinated",Turkey,130950
2009,9,"Soluble coffee, including decaffeinated",Ukraine,387178
2009,9,"Soluble coffee, including decaffeinated",United Arab Emirates,46120
2009,9,"Soluble coffee, including decaffeinated",United Kingdom,540847
2009,9,"Soluble coffee, including decaffeinated",United States,1255987
2009,9,"Soluble coffee, including decaffeinated",Uruguay,57171
2009,10,Coffee not roasted or decaffeinated,Argentina,26760
2009,10,"Coffee not roasted or decaffeinated, except in grain",Angola,9
2009,10,"Coffee not roasted or decaffeinated, except in grain",Equatorial Guinea,750
2009,10,"Coffee not roasted or decaffeinated, in grain",Albania,115200
2009,10,"Coffee not roasted or decaffeinated, in grain",Argentina,2101480
2009,10,"Coffee not roasted or decaffeinated, in grain",Australia,804680
2009,10,"Coffee not roasted or decaffeinated, in grain",Austria,81600
2009,10,"Coffee not roasted or decaffeinated, in grain",Belgium,9840000
2009,10,"Coffee not roasted or decaffeinated, in grain",Bulgaria,129600
2009,10,"Coffee not roasted or decaffeinated, in grain",Canada,2420040
2009,10,"Coffee not roasted or decaffeinated, in grain","Canary, Islands",19200
2009,10,"Coffee not roasted or decaffeinated, in grain",Cape Verde,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Chile,51600
2009,10,"Coffee not roasted or decaffeinated, in grain",China,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Croatia,944928
2009,10,"Coffee not roasted or decaffeinated, in grain",Cyprus,230400
2009,10,"Coffee not roasted or decaffeinated, in grain",Czech Republic,259200
2009,10,"Coffee not roasted or decaffeinated, in grain",Denmark,452820
2009,10,"Coffee not roasted or decaffeinated, in grain",Ecuador,540000
2009,10,"Coffee not roasted or decaffeinated, in grain",Egypt,436800
2009,10,"Coffee not roasted or decaffeinated, in grain",Estonia,76800
2009,10,"Coffee not roasted or decaffeinated, in grain",Finland,2596800
2009,10,"Coffee not roasted or decaffeinated, in grain",France,2865600
2009,10,"Coffee not roasted or decaffeinated, in grain",French Polynesia,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Germany,34572000
2009,10,"Coffee not roasted or decaffeinated, in grain",Greece,2724000
2009,10,"Coffee not roasted or decaffeinated, in grain",Hong Kong,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Iceland,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Indonesia,57600
2009,10,"Coffee not roasted or decaffeinated, in grain",Iran,192000
2009,10,"Coffee not roasted or decaffeinated, in grain",Israel,172800
2009,10,"Coffee not roasted or decaffeinated, in grain",Italy,12248780
2009,10,"Coffee not roasted or decaffeinated, in grain",Japan,10216060
2009,10,"Coffee not roasted or decaffeinated, in grain",Jordan,250500
2009,10,"Coffee not roasted or decaffeinated, in grain",Lebanon,1930200
2009,10,"Coffee not roasted or decaffeinated, in grain",Libya,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Macedonia,52020
2009,10,"Coffee not roasted or decaffeinated, in grain",Malaysia,338400
2009,10,"Coffee not roasted or decaffeinated, in grain",Mexico,992700
2009,10,"Coffee not roasted or decaffeinated, in grain",Montenegro,576600
2009,10,"Coffee not roasted or decaffeinated, in grain",Netherlands,1946400
2009,10,"Coffee not roasted or decaffeinated, in grain",New Zealand,115200
2009,10,"Coffee not roasted or decaffeinated, in grain",Norway,1438800
2009,10,"Coffee not roasted or decaffeinated, in grain",Oman,76800
2009,10,"Coffee not roasted or decaffeinated, in grain",Paraguay,107040
2009,10,"Coffee not roasted or decaffeinated, in grain",Poland,724620
2009,10,"Coffee not roasted or decaffeinated, in grain",Portugal,689600
2009,10,"Coffee not roasted or decaffeinated, in grain",Romania,134400
2009,10,"Coffee not roasted or decaffeinated, in grain",Russia,1875000
2009,10,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,118020
2009,10,"Coffee not roasted or decaffeinated, in grain",Serbia,38400
2009,10,"Coffee not roasted or decaffeinated, in grain",Singapore,37200
2009,10,"Coffee not roasted or decaffeinated, in grain",Slovenia,4416832
2009,10,"Coffee not roasted or decaffeinated, in grain",South Africa,191400
2009,10,"Coffee not roasted or decaffeinated, in grain",South Korea,1655040
2009,10,"Coffee not roasted or decaffeinated, in grain",Spain,2675420
2009,10,"Coffee not roasted or decaffeinated, in grain",Sweden,3534000
2009,10,"Coffee not roasted or decaffeinated, in grain",Switzerland,424800
2009,10,"Coffee not roasted or decaffeinated, in grain",Syria,1468800
2009,10,"Coffee not roasted or decaffeinated, in grain",Taiwan,150000
2009,10,"Coffee not roasted or decaffeinated, in grain",Trinidad and Tobago,39000
2009,10,"Coffee not roasted or decaffeinated, in grain",Tunisia,659340
2009,10,"Coffee not roasted or decaffeinated, in grain",Turkey,1835100
2009,10,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,182400
2009,10,"Coffee not roasted or decaffeinated, in grain",United Kingdom,1836000
2009,10,"Coffee not roasted or decaffeinated, in grain",United States,28747845
2009,10,"Coffee not roasted or decaffeinated, in grain",Uruguay,84000
2009,10,"Coffee not roasted or decaffeinated, in grain",Vietnam,36000
2009,10,"Coffee roasted, not decaffeinated",Angola,39
2009,10,"Coffee roasted, not decaffeinated",Argentina,22996
2009,10,"Coffee roasted, not decaffeinated",Bolivia,11560
2009,10,"Coffee roasted, not decaffeinated",Cape Verde,2000
2009,10,"Coffee roasted, not decaffeinated",Chile,11298
2009,10,"Coffee roasted, not decaffeinated",Germany,6005
2009,10,"Coffee roasted, not decaffeinated",Italy,142500
2009,10,"Coffee roasted, not decaffeinated",Japan,27892
2009,10,"Coffee roasted, not decaffeinated",Paraguay,4790
2009,10,"Coffee roasted, not decaffeinated",Poland,210
2009,10,"Coffee roasted, not decaffeinated",Portugal,960
2009,10,"Coffee roasted, not decaffeinated",South Africa,198
2009,10,"Coffee roasted, not decaffeinated",United Kingdom,990
2009,10,"Coffee roasted, not decaffeinated",United States,119614
2009,10,"Coffee roasted, not decaffeinated",Uruguay,6680
2009,10,"Roasted, decaffeinated coffee",Bolivia,75
2009,10,"Roasted, decaffeinated coffee",Paraguay,400
2009,10,"Roasted, decaffeinated coffee",United Kingdom,80
2009,10,"Roasted, decaffeinated coffee",United States,17281
2009,10,"Roasted, decaffeinated coffee",Uruguay,705
2009,10,"Soluble coffee, including decaffeinated",Argentina,329551
2009,10,"Soluble coffee, including decaffeinated",Australia,38451
2009,10,"Soluble coffee, including decaffeinated",Belgium,192909
2009,10,"Soluble coffee, including decaffeinated",Bolivia,40105
2009,10,"Soluble coffee, including decaffeinated",Bulgaria,24660
2009,10,"Soluble coffee, including decaffeinated",Canada,90165
2009,10,"Soluble coffee, including decaffeinated",Chile,41665
2009,10,"Soluble coffee, including decaffeinated",China,26460
2009,10,"Soluble coffee, including decaffeinated",Costa Rica,230
2009,10,"Soluble coffee, including decaffeinated",Croatia,117556
2009,10,"Soluble coffee, including decaffeinated",Dominican Republic,475
2009,10,"Soluble coffee, including decaffeinated",El Salvador,39060
2009,10,"Soluble coffee, including decaffeinated",Equatorial Guinea,494
2009,10,"Soluble coffee, including decaffeinated",Estonia,16150
2009,10,"Soluble coffee, including decaffeinated",Finland,125564
2009,10,"Soluble coffee, including decaffeinated",France,19380
2009,10,"Soluble coffee, including decaffeinated",Gambia,3574
2009,10,"Soluble coffee, including decaffeinated",Georgia,28343
2009,10,"Soluble coffee, including decaffeinated",Germany,140172
2009,10,"Soluble coffee, including decaffeinated",Ghana,7705
2009,10,"Soluble coffee, including decaffeinated",Greece,6440
2009,10,"Soluble coffee, including decaffeinated",Guatemala,14207
2009,10,"Soluble coffee, including decaffeinated",Honduras,2191
2009,10,"Soluble coffee, including decaffeinated",Hong Kong,3000
2009,10,"Soluble coffee, including decaffeinated",Hungary,77700
2009,10,"Soluble coffee, including decaffeinated",Indonesia,153040
2009,10,"Soluble coffee, including decaffeinated",Iran,21299
2009,10,"Soluble coffee, including decaffeinated",Iraq,2602
2009,10,"Soluble coffee, including decaffeinated",Israel,7200
2009,10,"Soluble coffee, including decaffeinated",Italy,15400
2009,10,"Soluble coffee, including decaffeinated",Japan,343271
2009,10,"Soluble coffee, including decaffeinated",Jordan,25358
2009,10,"Soluble coffee, including decaffeinated",Kazakhstan,6912
2009,10,"Soluble coffee, including decaffeinated",Kuwait,13728
2009,10,"Soluble coffee, including decaffeinated",Lebanon,27845
2009,10,"Soluble coffee, including decaffeinated",Libya,18000
2009,10,"Soluble coffee, including decaffeinated",Lithuania,44784
2009,10,"Soluble coffee, including decaffeinated",Malaysia,72289
2009,10,"Soluble coffee, including decaffeinated",Malta,13003
2009,10,"Soluble coffee, including decaffeinated",Myanmar,32305
2009,10,"Soluble coffee, including decaffeinated",Netherlands,29760
2009,10,"Soluble coffee, including decaffeinated",New Caledonia,5774
2009,10,"Soluble coffee, including decaffeinated",New Zealand,3423
2009,10,"Soluble coffee, including decaffeinated",Nicaragua,68892
2009,10,"Soluble coffee, including decaffeinated",Norway,2000
2009,10,"Soluble coffee, including decaffeinated",Panama,1981
2009,10,"Soluble coffee, including decaffeinated",Paraguay,31087
2009,10,"Soluble coffee, including decaffeinated",Peru,11986
2009,10,"Soluble coffee, including decaffeinated",Poland,92897
2009,10,"Soluble coffee, including decaffeinated",Puerto Rico,132
2009,10,"Soluble coffee, including decaffeinated",Qatar,5808
2009,10,"Soluble coffee, including decaffeinated",Romania,61533
2009,10,"Soluble coffee, including decaffeinated",Russia,772580
2009,10,"Soluble coffee, including decaffeinated",Saudi Arabia,39789
2009,10,"Soluble coffee, including decaffeinated",Senegal,17070
2009,10,"Soluble coffee, including decaffeinated",Singapore,171947
2009,10,"Soluble coffee, including decaffeinated",South Africa,8256
2009,10,"Soluble coffee, including decaffeinated",South Korea,70902
2009,10,"Soluble coffee, including decaffeinated",Suriname,5808
2009,10,"Soluble coffee, including decaffeinated",Switzerland,11400
2009,10,"Soluble coffee, including decaffeinated",Syria,36822
2009,10,"Soluble coffee, including decaffeinated",Taiwan,35538
2009,10,"Soluble coffee, including decaffeinated",Thailand,52012
2009,10,"Soluble coffee, including decaffeinated",Trinidad and Tobago,18668
2009,10,"Soluble coffee, including decaffeinated",Tunisia,5507
2009,10,"Soluble coffee, including decaffeinated",Turkey,97605
2009,10,"Soluble coffee, including decaffeinated",Ukraine,425572
2009,10,"Soluble coffee, including decaffeinated",United Arab Emirates,35530
2009,10,"Soluble coffee, including decaffeinated",United Kingdom,540127
2009,10,"Soluble coffee, including decaffeinated",United States,833852
2009,10,"Soluble coffee, including decaffeinated",Uruguay,36607
2009,11,"Coffee not roasted or decaffeinated, except in grain",Bolivia,18
2009,11,"Coffee not roasted or decaffeinated, in grain",Albania,76800
2009,11,"Coffee not roasted or decaffeinated, in grain",Algeria,441600
2009,11,"Coffee not roasted or decaffeinated, in grain",Argentina,1729880
2009,11,"Coffee not roasted or decaffeinated, in grain",Australia,918000
2009,11,"Coffee not roasted or decaffeinated, in grain",Austria,103200
2009,11,"Coffee not roasted or decaffeinated, in grain",Belgium,13448334
2009,11,"Coffee not roasted or decaffeinated, in grain",Canada,3219960
2009,11,"Coffee not roasted or decaffeinated, in grain",Cape Verde,19200
2009,11,"Coffee not roasted or decaffeinated, in grain",Chile,576600
2009,11,"Coffee not roasted or decaffeinated, in grain",China,76800
2009,11,"Coffee not roasted or decaffeinated, in grain",Croatia,1410528
2009,11,"Coffee not roasted or decaffeinated, in grain",Cyprus,57600
2009,11,"Coffee not roasted or decaffeinated, in grain",Czech Republic,237600
2009,11,"Coffee not roasted or decaffeinated, in grain",Denmark,582000
2009,11,"Coffee not roasted or decaffeinated, in grain",Ecuador,463200
2009,11,"Coffee not roasted or decaffeinated, in grain",Egypt,436800
2009,11,"Coffee not roasted or decaffeinated, in grain",Estonia,134400
2009,11,"Coffee not roasted or decaffeinated, in grain",Finland,2556000
2009,11,"Coffee not roasted or decaffeinated, in grain",France,4020600
2009,11,"Coffee not roasted or decaffeinated, in grain",Germany,32491020
2009,11,"Coffee not roasted or decaffeinated, in grain",Greece,1982015
2009,11,"Coffee not roasted or decaffeinated, in grain",Hong Kong,38400
2009,11,"Coffee not roasted or decaffeinated, in grain",Iceland,76800
2009,11,"Coffee not roasted or decaffeinated, in grain",Iran,192000
2009,11,"Coffee not roasted or decaffeinated, in grain",Ireland,57600
2009,11,"Coffee not roasted or decaffeinated, in grain",Israel,155160
2009,11,"Coffee not roasted or decaffeinated, in grain",Italy,14025160
2009,11,"Coffee not roasted or decaffeinated, in grain",Japan,7595140
2009,11,"Coffee not roasted or decaffeinated, in grain",Jordan,769800
2009,11,"Coffee not roasted or decaffeinated, in grain",Latvia,38400
2009,11,"Coffee not roasted or decaffeinated, in grain",Lebanon,1645200
2009,11,"Coffee not roasted or decaffeinated, in grain",Libya,103200
2009,11,"Coffee not roasted or decaffeinated, in grain",Malaysia,471600
2009,11,"Coffee not roasted or decaffeinated, in grain",Mexico,174600
2009,11,"Coffee not roasted or decaffeinated, in grain",Montenegro,557400
2009,11,"Coffee not roasted or decaffeinated, in grain",Morocco,38400
2009,11,"Coffee not roasted or decaffeinated, in grain",Netherlands,1585200
2009,11,"Coffee not roasted or decaffeinated, in grain",New Zealand,115200
2009,11,"Coffee not roasted or decaffeinated, in grain",Norway,1815900
2009,11,"Coffee not roasted or decaffeinated, in grain",Oman,57600
2009,11,"Coffee not roasted or decaffeinated, in grain",Poland,334320
2009,11,"Coffee not roasted or decaffeinated, in grain",Portugal,969600
2009,11,"Coffee not roasted or decaffeinated, in grain",Romania,230400
2009,11,"Coffee not roasted or decaffeinated, in grain",Russia,1126800
2009,11,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,90000
2009,11,"Coffee not roasted or decaffeinated, in grain",Singapore,36000
2009,11,"Coffee not roasted or decaffeinated, in grain",Slovenia,3301504
2009,11,"Coffee not roasted or decaffeinated, in grain",South Africa,38400
2009,11,"Coffee not roasted or decaffeinated, in grain",South Korea,1941720
2009,11,"Coffee not roasted or decaffeinated, in grain",Spain,5305662
2009,11,"Coffee not roasted or decaffeinated, in grain",Sweden,2932680
2009,11,"Coffee not roasted or decaffeinated, in grain",Switzerland,420000
2009,11,"Coffee not roasted or decaffeinated, in grain",Syria,1819200
2009,11,"Coffee not roasted or decaffeinated, in grain",Taiwan,96262
2009,11,"Coffee not roasted or decaffeinated, in grain",Trinidad and Tobago,19500
2009,11,"Coffee not roasted or decaffeinated, in grain",Tunisia,499500
2009,11,"Coffee not roasted or decaffeinated, in grain",Turkey,1479900
2009,11,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,400800
2009,11,"Coffee not roasted or decaffeinated, in grain",United Kingdom,1797920
2009,11,"Coffee not roasted or decaffeinated, in grain",United States,28926940
2009,11,"Coffee not roasted or decaffeinated, in grain",Uruguay,55200
2009,11,"Coffee roasted, not decaffeinated",Angola,4691
2009,11,"Coffee roasted, not decaffeinated",Argentina,11298
2009,11,"Coffee roasted, not decaffeinated",Bolivia,7036
2009,11,"Coffee roasted, not decaffeinated",Chile,659
2009,11,"Coffee roasted, not decaffeinated",China,24
2009,11,"Coffee roasted, not decaffeinated",Denmark,1243
2009,11,"Coffee roasted, not decaffeinated",Georgia,1700
2009,11,"Coffee roasted, not decaffeinated",Ireland,800
2009,11,"Coffee roasted, not decaffeinated",Italy,37500
2009,11,"Coffee roasted, not decaffeinated",Japan,28831
2009,11,"Coffee roasted, not decaffeinated",Kuwait,621
2009,11,"Coffee roasted, not decaffeinated",Lebanon,621
2009,11,"Coffee roasted, not decaffeinated",Oman,621
2009,11,"Coffee roasted, not decaffeinated",Paraguay,2350
2009,11,"Coffee roasted, not decaffeinated",Poland,1280
2009,11,"Coffee roasted, not decaffeinated",United Arab Emirates,552
2009,11,"Coffee roasted, not decaffeinated",United Kingdom,2150
2009,11,"Coffee roasted, not decaffeinated",United States,52283
2009,11,"Coffee roasted, not decaffeinated",Uruguay,1370
2009,11,"Roasted, decaffeinated coffee",Denmark,7
2009,11,"Roasted, decaffeinated coffee",Paraguay,100
2009,11,"Roasted, decaffeinated coffee",United States,13173
2009,11,"Soluble coffee, including decaffeinated",Angola,3949
2009,11,"Soluble coffee, including decaffeinated",Argentina,263884
2009,11,"Soluble coffee, including decaffeinated",Australia,26953
2009,11,"Soluble coffee, including decaffeinated",Bahrein,5040
2009,11,"Soluble coffee, including decaffeinated",Bangladesh,120
2009,11,"Soluble coffee, including decaffeinated",Belgium,206690
2009,11,"Soluble coffee, including decaffeinated",Bolivia,37408
2009,11,"Soluble coffee, including decaffeinated",Bulgaria,44656
2009,11,"Soluble coffee, including decaffeinated",Canada,245156
2009,11,"Soluble coffee, including decaffeinated",Chile,3962
2009,11,"Soluble coffee, including decaffeinated",China,23350
2009,11,"Soluble coffee, including decaffeinated",Congo,6642
2009,11,"Soluble coffee, including decaffeinated",Costa Rica,1152
2009,11,"Soluble coffee, including decaffeinated",Dominican Republic,938
2009,11,"Soluble coffee, including decaffeinated",El Salvador,26329
2009,11,"Soluble coffee, including decaffeinated",Finland,56700
2009,11,"Soluble coffee, including decaffeinated",Georgia,19581
2009,11,"Soluble coffee, including decaffeinated",Germany,298500
2009,11,"Soluble coffee, including decaffeinated",Ghana,13230
2009,11,"Soluble coffee, including decaffeinated",Guatemala,13727
2009,11,"Soluble coffee, including decaffeinated",Honduras,3191
2009,11,"Soluble coffee, including decaffeinated",Hungary,21000
2009,11,"Soluble coffee, including decaffeinated",Indonesia,122240
2009,11,"Soluble coffee, including decaffeinated",Iran,3476
2009,11,"Soluble coffee, including decaffeinated",Israel,7200
2009,11,"Soluble coffee, including decaffeinated",Italy,23536
2009,11,"Soluble coffee, including decaffeinated",Jamaica,1279
2009,11,"Soluble coffee, including decaffeinated",Japan,329323
2009,11,"Soluble coffee, including decaffeinated",Jordan,7128
2009,11,"Soluble coffee, including decaffeinated",Kazakhstan,2586
2009,11,"Soluble coffee, including decaffeinated",Kuwait,16536
2009,11,"Soluble coffee, including decaffeinated",Lebanon,10752
2009,11,"Soluble coffee, including decaffeinated",Lithuania,17349
2009,11,"Soluble coffee, including decaffeinated",Malaysia,52333
2009,11,"Soluble coffee, including decaffeinated",Mali,7902
2009,11,"Soluble coffee, including decaffeinated",Malta,14921
2009,11,"Soluble coffee, including decaffeinated",Myanmar,118445
2009,11,"Soluble coffee, including decaffeinated",Netherlands,4650
2009,11,"Soluble coffee, including decaffeinated",Nicaragua,1469
2009,11,"Soluble coffee, including decaffeinated",Pakistan,10229
2009,11,"Soluble coffee, including decaffeinated",Panama,1511
2009,11,"Soluble coffee, including decaffeinated",Paraguay,17995
2009,11,"Soluble coffee, including decaffeinated",Poland,76950
2009,11,"Soluble coffee, including decaffeinated",Puerto Rico,2371
2009,11,"Soluble coffee, including decaffeinated",Qatar,1800
2009,11,"Soluble coffee, including decaffeinated",Romania,63281
2009,11,"Soluble coffee, including decaffeinated",Russia,685041
2009,11,"Soluble coffee, including decaffeinated",Saudi Arabia,34743
2009,11,"Soluble coffee, including decaffeinated",Singapore,248120
2009,11,"Soluble coffee, including decaffeinated",South Korea,87465
2009,11,"Soluble coffee, including decaffeinated",Sri Lanka,210
2009,11,"Soluble coffee, including decaffeinated",Suriname,2928
2009,11,"Soluble coffee, including decaffeinated",Sweden,2794
2009,11,"Soluble coffee, including decaffeinated",Switzerland,7500
2009,11,"Soluble coffee, including decaffeinated",Syria,34590
2009,11,"Soluble coffee, including decaffeinated",Taiwan,28530
2009,11,"Soluble coffee, including decaffeinated",Thailand,17484
2009,11,"Soluble coffee, including decaffeinated",Trinidad and Tobago,30563
2009,11,"Soluble coffee, including decaffeinated",Tunisia,14478
2009,11,"Soluble coffee, including decaffeinated",Turkey,21690
2009,11,"Soluble coffee, including decaffeinated",Ukraine,514537
2009,11,"Soluble coffee, including decaffeinated",United Arab Emirates,27696
2009,11,"Soluble coffee, including decaffeinated",United Kingdom,111108
2009,11,"Soluble coffee, including decaffeinated",United States,1222688
2009,11,"Soluble coffee, including decaffeinated",Uruguay,48131
2009,12,Coffee not roasted or decaffeinated,Argentina,13260
2009,12,"Coffee not roasted or decaffeinated, except in grain",Bolivia,7
2009,12,"Coffee not roasted or decaffeinated, in grain",Albania,38400
2009,12,"Coffee not roasted or decaffeinated, in grain",Argentina,2248740
2009,12,"Coffee not roasted or decaffeinated, in grain",Australia,910900
2009,12,"Coffee not roasted or decaffeinated, in grain",Austria,105600
2009,12,"Coffee not roasted or decaffeinated, in grain",Belgium,9589800
2009,12,"Coffee not roasted or decaffeinated, in grain",Canada,2723160
2009,12,"Coffee not roasted or decaffeinated, in grain","Canary, Islands",19200
2009,12,"Coffee not roasted or decaffeinated, in grain",Cape Verde,38400
2009,12,"Coffee not roasted or decaffeinated, in grain",Chile,904800
2009,12,"Coffee not roasted or decaffeinated, in grain",China,57600
2009,12,"Coffee not roasted or decaffeinated, in grain",Croatia,1450112
2009,12,"Coffee not roasted or decaffeinated, in grain",Cuba,1131000
2009,12,"Coffee not roasted or decaffeinated, in grain",Cyprus,211740
2009,12,"Coffee not roasted or decaffeinated, in grain",Denmark,461585
2009,12,"Coffee not roasted or decaffeinated, in grain",Ecuador,79200
2009,12,"Coffee not roasted or decaffeinated, in grain",Egypt,302400
2009,12,"Coffee not roasted or decaffeinated, in grain",Estonia,172800
2009,12,"Coffee not roasted or decaffeinated, in grain",Finland,2332800
2009,12,"Coffee not roasted or decaffeinated, in grain",France,3273000
2009,12,"Coffee not roasted or decaffeinated, in grain",Germany,33822100
2009,12,"Coffee not roasted or decaffeinated, in grain",Greece,1832580
2009,12,"Coffee not roasted or decaffeinated, in grain",Hong Kong,56400
2009,12,"Coffee not roasted or decaffeinated, in grain",Iceland,19200
2009,12,"Coffee not roasted or decaffeinated, in grain",Indonesia,345600
2009,12,"Coffee not roasted or decaffeinated, in grain",Ireland,19200
2009,12,"Coffee not roasted or decaffeinated, in grain",Israel,256800
2009,12,"Coffee not roasted or decaffeinated, in grain",Italy,11768660
2009,12,"Coffee not roasted or decaffeinated, in grain",Japan,10958290
2009,12,"Coffee not roasted or decaffeinated, in grain",Jordan,499200
2009,12,"Coffee not roasted or decaffeinated, in grain",Kuwait,19200
2009,12,"Coffee not roasted or decaffeinated, in grain",Latvia,96000
2009,12,"Coffee not roasted or decaffeinated, in grain",Lebanon,1678200
2009,12,"Coffee not roasted or decaffeinated, in grain",Libya,96000
2009,12,"Coffee not roasted or decaffeinated, in grain",Malaysia,498000
2009,12,"Coffee not roasted or decaffeinated, in grain",Mexico,28200
2009,12,"Coffee not roasted or decaffeinated, in grain",Montenegro,114752
2009,12,"Coffee not roasted or decaffeinated, in grain",Morocco,57600
2009,12,"Coffee not roasted or decaffeinated, in grain",Netherlands,3425040
2009,12,"Coffee not roasted or decaffeinated, in grain",New Zealand,249600
2009,12,"Coffee not roasted or decaffeinated, in grain",Norway,1293120
2009,12,"Coffee not roasted or decaffeinated, in grain",Paraguay,107040
2009,12,"Coffee not roasted or decaffeinated, in grain",Poland,349560
2009,12,"Coffee not roasted or decaffeinated, in grain",Portugal,326400
2009,12,"Coffee not roasted or decaffeinated, in grain",Romania,211200
2009,12,"Coffee not roasted or decaffeinated, in grain",Russia,2088000
2009,12,"Coffee not roasted or decaffeinated, in grain",Saudi Arabia,18000
2009,12,"Coffee not roasted or decaffeinated, in grain",Singapore,19200
2009,12,"Coffee not roasted or decaffeinated, in grain",Slovenia,4216288
2009,12,"Coffee not roasted or decaffeinated, in grain",South Africa,57600
2009,12,"Coffee not roasted or decaffeinated, in grain",South Korea,1131960
2009,12,"Coffee not roasted or decaffeinated, in grain",Spain,3414940
2009,12,"Coffee not roasted or decaffeinated, in grain",Sweden,3426300
2009,12,"Coffee not roasted or decaffeinated, in grain",Switzerland,468000
2009,12,"Coffee not roasted or decaffeinated, in grain",Syria,1060800
2009,12,"Coffee not roasted or decaffeinated, in grain",Taiwan,226800
2009,12,"Coffee not roasted or decaffeinated, in grain",Tunisia,403200
2009,12,"Coffee not roasted or decaffeinated, in grain",Turkey,1271100
2009,12,"Coffee not roasted or decaffeinated, in grain",United Arab Emirates,232800
2009,12,"Coffee not roasted or decaffeinated, in grain",United Kingdom,2099283
2009,12,"Coffee not roasted or decaffeinated, in grain",United States,26944225
2009,12,"Coffee not roasted or decaffeinated, in grain",Uruguay,69600
2009,12,"Coffee roasted, not decaffeinated",Argentina,11298
2009,12,"Coffee roasted, not decaffeinated",Bolivia,8670
2009,12,"Coffee roasted, not decaffeinated",Canada,20
2009,12,"Coffee roasted, not decaffeinated",Cape Verde,500
2009,12,"Coffee roasted, not decaffeinated",Chile,15250
2009,12,"Coffee roasted, not decaffeinated",China,7974
2009,12,"Coffee roasted, not decaffeinated",Denmark,236
2009,12,"Coffee roasted, not decaffeinated",Gabon,100
2009,12,"Coffee roasted, not decaffeinated",Italy,77000
2009,12,"Coffee roasted, not decaffeinated",Japan,847
2009,12,"Coffee roasted, not decaffeinated",Malaysia,144
2009,12,"Coffee roasted, not decaffeinated",Netherlands,350
2009,12,"Coffee roasted, not decaffeinated",Paraguay,6050
2009,12,"Coffee roasted, not decaffeinated",South Africa,276
2009,12,"Coffee roasted, not decaffeinated",United Kingdom,350
2009,12,"Coffee roasted, not decaffeinated",United States,160916
2009,12,"Coffee roasted, not decaffeinated",Uruguay,4020
2009,12,"Roasted, decaffeinated coffee",Chile,1980
2009,12,"Roasted, decaffeinated coffee",Luxembourg,980
2009,12,"Roasted, decaffeinated coffee",Paraguay,300
2009,12,"Roasted, decaffeinated coffee",Portugal,1440
2009,12,"Roasted, decaffeinated coffee",United States,48087
2009,12,"Roasted, decaffeinated coffee",Uruguay,875
2009,12,"Soluble coffee, including decaffeinated",Angola,1804
2009,12,"Soluble coffee, including decaffeinated",Argentina,375634
2009,12,"Soluble coffee, including decaffeinated",Armenia,3347
2009,12,"Soluble coffee, including decaffeinated",Australia,74285
2009,12,"Soluble coffee, including decaffeinated",Belgium,330432
2009,12,"Soluble coffee, including decaffeinated",Bolivia,8262
2009,12,"Soluble coffee, including decaffeinated",Bulgaria,51875
2009,12,"Soluble coffee, including decaffeinated",Cameroon,8160
2009,12,"Soluble coffee, including decaffeinated",Canada,340465
