Country,Year_x,id,Exports,Year_y,Imports
Afghanistan,2022.0,AFG,109.0,0.0,0.0
Albania,2022.0,ALB,100331.0,2022.0,3947.0
Algeria,2022.0,DZA,2742316.0,0.0,0.0
Andorra,0.0,AND,0.0,2022.0,240.0
Angola,2022.0,AGO,1907450.0,0.0,0.0
Anguilla,0.0,AIA,0.0,2022.0,1.0
Antigua and Barbuda,2022.0,ATG,1721.0,0.0,0.0
Argentina,2022.0,ARG,592600525.0,2022.0,94373835.0
Armenia,2022.0,ARM,178892.0,0.0,0.0
Aruba,2022.0,ABW,74768.0,0.0,0.0
Australia,2022.0,AUS,85322980.0,2022.0,2207.0
Austria,2022.0,AUT,19419148.0,2022.0,15566623.0
Azerbaijan,2022.0,AZE,0.0,0.0,0.0
Bahamas,2022.0,BHS,459487.0,0.0,0.0
Bahrein,2022.0,BHR,13580159.0,2022.0,1.0
Bangladesh,2022.0,BGD,3013858.0,0.0,0.0
Barbados,2022.0,BRB,1592808.0,0.0,0.0
Belarus,2022.0,BLR,156.0,2022.0,84666.0
Belgium,2022.0,BEL,204289888.0,2022.0,4619158.0
Belize,2022.0,BLZ,126339.0,0.0,0.0
Benin,2022.0,BEN,1849025.0,0.0,0.0
Bermuda,2022.0,BMU,216.0,0.0,0.0
Bolivia,2022.0,BOL,116735951.0,2022.0,0.0
Bosnia and Herzegovina,2022.0,BIH,93.0,2022.0,8.0
Botswana,2022.0,BWA,9.0,0.0,0.0
Brazil,2022.0,BRA,48.0,2022.0,174021.0
Bulgaria,2022.0,BGR,108425.0,2022.0,5828.0
Burkina Faso,2022.0,BFA,4436.0,0.0,0.0
Cambodia,2022.0,KHM,1774.0,2022.0,875.0
Cameroon,2022.0,CMR,1298317.0,0.0,0.0
Canada,2022.0,CAN,11175610.0,2022.0,26277150.0
Cape Verde,2022.0,CPV,40109.0,0.0,0.0
Cayman Islands,2022.0,CYM,96236.0,0.0,0.0
Chile,2022.0,CHL,308145086.0,2022.0,24660650.0
China,2022.0,CHN,8874145434.0,2022.0,186173025.0
Colombia,2022.0,COL,176156821.0,2022.0,13991735.0
Congo,2022.0,COG,1054848.0,0.0,0.0
Cook Islands,2022.0,COK,133.0,0.0,0.0
Costa Rica,2022.0,CRI,15376278.0,2022.0,70926.0
Cote D'Ivore,2022.0,CIV,7246916.0,0.0,0.0
Croatia,2022.0,HRV,1009504.0,2022.0,22942.0
Cuba,2022.0,CUB,4513046.0,2022.0,26240.0
Curaçao,2022.0,CUW,227132.0,0.0,0.0
Cyprus,2022.0,CYP,83201.0,2022.0,9.0
Czech Republic,2022.0,CZE,108.0,2022.0,601655.0
Democratic Republic of the Congo,2022.0,COD,1515173.0,0.0,0.0
Denmark,2022.0,DNK,4141.0,2022.0,265968.0
Dominica Island,2022.0,DMA,450.0,0.0,0.0
Dominican Republic,2022.0,DOM,28804158.0,2022.0,691549.0
Ecuador,2022.0,ECU,74776243.0,2022.0,87.0
Egypt,2022.0,EGY,97106252.0,2022.0,5.0
El Salvador,2022.0,SLV,46638610.0,2022.0,1027778.0
Equatorial Guinea,2022.0,GNQ,19869.0,0.0,0.0
Estonia,2022.0,EST,394.0,2022.0,7164.0
Ethiopia,2022.0,ETH,9.0,0.0,0.0
Fiji,2022.0,FJI,30.0,0.0,0.0
