Country,Year_x,id,Exports,Year_y,Imports
Germany,2017.0,DEU,239282775.0,2017.0,54376889.0
Ghana,2017.0,GHA,8292634.0,0.0,0.0
Greece,2017.0,GRC,490662.0,2017.0,27877.0
Grenada,0.0,GRD,0.0,2017.0,0.0
Guadeloupe,2017.0,GLP,37.0,0.0,0.0
Guatemala,2017.0,GTM,12755569.0,0.0,0.0
Guinea,2017.0,GIN,1018551.0,0.0,0.0
Guinea-Bissau,2017.0,GNB,24896.0,0.0,0.0
Guyana,2017.0,GUY,453391.0,0.0,0.0
Haiti,2017.0,HTI,2333172.0,0.0,0.0
Honduras,2017.0,HND,10196207.0,0.0,0.0
Hong Kong,2017.0,HKG,30939.0,2017.0,6531087.0
Hungary,2017.0,HUN,11635.0,2017.0,1089471.0
Iceland,0.0,ISL,0.0,2017.0,4.0
India,2017.0,IND,61636148.0,2017.0,3656460.0
Indonesia,2017.0,IDN,27567939.0,2017.0,1757194.0
Iran,2017.0,IRN,11226032.0,0.0,0.0
Iraq,2017.0,IRQ,1984717.0,0.0,0.0
Ireland,2017.0,IRL,319145.0,2017.0,3301.0
Israel,2017.0,ISR,17458911.0,2017.0,1565902.0
Italy,2017.0,ITA,1340309169.0,2017.0,27145131.0
Jamaica,2017.0,JAM,3479912.0,0.0,0.0
Japan,2017.0,JPN,268930059.0,2017.0,2582237.0
Jordan,2017.0,JOR,2540035.0,2017.0,0.0
Kazakhstan,2017.0,KAZ,46.0,0.0,0.0
Kenya,2017.0,KEN,3920683.0,0.0,0.0
Kuwait,2017.0,KWT,2248083.0,0.0,0.0
Latvia,2017.0,LVA,34.0,2017.0,28.0
Lebanon,2017.0,LBN,6079449.0,2017.0,1396.0
Lesotho,2017.0,LSO,15.0,0.0,0.0
Liberia,2017.0,LBR,952935.0,2017.0,522.0
Libya,2017.0,LBY,176569.0,0.0,0.0
Liechtenstein,0.0,LIE,0.0,2017.0,124.0
Lithuania,2017.0,LTU,219980.0,2017.0,10586.0
Luxembourg,2017.0,LUX,87.0,2017.0,3397.0
Macao,2017.0,MAC,2271399.0,0.0,0.0
Macedonia,2017.0,MKD,2.0,0.0,0.0
Madagascar,2017.0,MDG,24819.0,0.0,0.0
Malaysia,2017.0,MYS,10638353.0,2017.0,841995.0
Mali,2017.0,MLI,1828493.0,0.0,0.0
Malta,2017.0,MLT,0.0,2017.0,15.0
Martinique,2017.0,MTQ,9.0,0.0,0.0
Mauritania,2017.0,MRT,282838.0,0.0,0.0
Mauritius,2017.0,MUS,596495.0,0.0,0.0
Mexico,2017.0,MEX,111312651.0,2017.0,2480711.0
Monaco,2017.0,MCO,0.0,0.0,0.0
Morocco,2017.0,MAR,10831026.0,2017.0,563.0
Mozambique,2017.0,MOZ,457338.0,0.0,0.0
Myanmar,2017.0,MMR,54752.0,0.0,0.0
Namibia,2017.0,NAM,23036.0,0.0,0.0
Nepal,0.0,NPL,0.0,2017.0,74.0
Netherlands,2017.0,NLD,1655341135.0,2017.0,5937512.0
Netherlands Antilles,2017.0,ANT,490676.0,0.0,0.0
New Caledonia,2017.0,NCL,5.0,0.0,0.0
New Zealand,2017.0,NZL,21598252.0,2017.0,240784.0
Nicaragua,2017.0,NIC,1935405.0,0.0,0.0
Niger,0.0,NER,0.0,2017.0,0.0
Nigeria,2017.0,NGA,15919022.0,0.0,0.0
North Korea,2017.0,PRK,334686.0,2017.0,9990.0
Norway,2017.0,NOR,452.0,2017.0,2853544.0
Oman,2017.0,OMN,706032.0,0.0,0.0
Pakistan,2017.0,PAK,50135838.0,2017.0,117.0
Panama,2017.0,PAN,4319162.0,2017.0,125.0
Papua New Guinea,2017.0,PNG,152.0,0.0,0.0
Paraguay,2017.0,PRY,88502162.0,2017.0,20590771.0
Peru,2017.0,PER,159853302.0,2017.0,46291.0
Philippines,2017.0,PHL,7363550.0,2017.0,5248.0
Poland,2017.0,POL,2434268.0,2017.0,1974334.0
Portugal,2017.0,PRT,17826923.0,2017.0,11131198.0
Puerto Rico,2017.0,PRI,1685189.0,2017.0,4258.0
Qatar,2017.0,QAT,109318.0,0.0,0.0
Reunion,2017.0,REU,377353.0,0.0,0.0
Romania,2017.0,ROU,449627.0,2017.0,6057.0
Russia,2017.0,RUS,1633637.0,2017.0,17229195.0
Rwanda,2017.0,RWA,50654.0,0.0,0.0
Saint Lucia,2017.0,LCA,15933.0,0.0,0.0
Saint Vicent and the Granadines,2017.0,VCT,23399.0,0.0,0.0
Samoa,2017.0,WSM,1.0,0.0,0.0
Saudi Arabia,2017.0,SAU,37608323.0,0.0,0.0
Senegal,2017.0,SEN,2429708.0,2017.0,43.0
Serbia,2017.0,SRB,87520.0,2017.0,60562.0
Seychelles,0.0,SYC,0.0,2017.0,4.0
Sierra Leone,2017.0,SLE,119202.0,0.0,0.0
Singapore,2017.0,SGP,62586293.0,2017.0,71194.0
Slovakia,2017.0,SVK,19621.0,2017.0,354.0
Slovenia,2017.0,SVN,164198.0,2017.0,6532411.0
South Africa,2017.0,ZAF,87288984.0,2017.0,759340.0
South Korea,2017.0,KOR,341784128.0,2017.0,2115570.0
Spain,2017.0,ESP,350715507.0,2017.0,22051588.0
Sri Lanka,2017.0,LKA,5700927.0,2017.0,20.0
Sudan,2017.0,SDN,36.0,0.0,0.0
Suriname,2017.0,SUR,416103.0,0.0,0.0
Sweden,2017.0,SWE,2919614.0,2017.0,61373892.0
Switzerland,2017.0,CHE,1072740.0,2017.0,3227613.0
Syria,2017.0,SYR,1389068.0,0.0,0.0
Taiwan,2017.0,TWN,276900503.0,2017.0,2911736.0
Tanzania,2017.0,TZA,1.0,0.0,0.0
Thailand,2017.0,THA,27358028.0,2017.0,228406.0
Togo,2017.0,TGO,2562895.0,0.0,0.0
Tokelau,0.0,TKL,0.0,2017.0,1.0
Trinidad and Tobago,2017.0,TTO,12810568.0,0.0,0.0
Tunisia,2017.0,TUN,3935743.0,2017.0,542.0
Turkey,2017.0,TUR,145044997.0,2017.0,516760.0
Uganda,2017.0,UGA,90.0,0.0,0.0
Ukraine,2017.0,UKR,46441.0,2017.0,9361.0
United Arab Emirates,2017.0,ARE,40666489.0,2017.0,77752.0
United Kingdom,2017.0,GBR,236866799.0,2017.0,6264563.0
United States,2017.0,USA,2204244814.0,2017.0,199583664.0
Uruguay,2017.0,URY,49593543.0,2017.0,3784405.0
Uzbekistan,0.0,UZB,0.0,2017.0,1695.0
Venezuela,2017.0,VEN,9048035.0,2017.0,442653.0
Vietnam,2017.0,VNM,55282716.0,2017.0,70374.0
Yemen,2017.0,YEM,0.0,2017.0,1.0
Zambia,2017.0,ZMB,2110.0,2017.0,0.0
Zimbabwe,2017.0,ZWE,1062660.0,0.0,0.0
