Country,Year_x,id,Exports,Year_y,Imports
Jamaica,2025.0,JAM,6150622.0,0.0,0.0
Japan,2025.0,JPN,272510279.0,2025.0,1414432.0
Jordan,2025.0,JOR,46413904.0,0.0,0.0
Kazakhstan,2025.0,KAZ,0.0,0.0,0.0
Kenya,2025.0,KEN,3624326.0,0.0,0.0
Kuwait,2025.0,KWT,3029731.0,0.0,0.0
Latvia,2025.0,LVA,49127.0,2025.0,197.0
Lebanon,2025.0,LBN,15385431.0,2025.0,4060.0
Liberia,2025.0,LBR,607124.0,0.0,0.0
Libya,2025.0,LBY,532675.0,0.0,0.0
Liechtenstein,0.0,LIE,0.0,2025.0,6.0
Lithuania,2025.0,LTU,3208129.0,2025.0,51186.0
Luxembourg,2025.0,LUX,1714.0,2025.0,7042.0
Macao,2025.0,MAC,16.0,0.0,0.0
Madagascar,2025.0,MDG,38759.0,2025.0,0.0
Malawi,2025.0,MWI,0.0,0.0,0.0
Malaysia,2025.0,MYS,31221842.0,2025.0,829643.0
Maldives,2025.0,MDV,25.0,0.0,0.0
Mali,2025.0,MLI,17.0,0.0,0.0
Malta,2025.0,MLT,406639.0,2025.0,733.0
Marshall Islands,2025.0,MHL,21839.0,2025.0,171583.0
Martinique,2025.0,MTQ,53476.0,0.0,0.0
Mauritania,2025.0,MRT,698848.0,0.0,0.0
Mauritius,2025.0,MUS,63642.0,2025.0,0.0
Mayotte,2025.0,MYT,19966.0,0.0,0.0
Mexico,2025.0,MEX,226050118.0,2025.0,1293651.0
Moldova,2025.0,MDA,12.0,0.0,0.0
Monaco,2025.0,MCO,16.0,2025.0,18.0
Mongolia,2025.0,MNG,1.0,0.0,0.0
Montenegro,2025.0,MNE,0.0,0.0,0.0
Morocco,2025.0,MAR,13046344.0,2025.0,531.0
Mozambique,2025.0,MOZ,507336.0,0.0,0.0
Myanmar,2025.0,MMR,152.0,2025.0,0.0
Nepal,2025.0,NPL,43925.0,2025.0,13.0
Netherlands,2025.0,NLD,1486650895.0,2025.0,3252523.0
New Caledonia,2025.0,NCL,87.0,0.0,0.0
New Zealand,2025.0,NZL,21651949.0,2025.0,1175236.0
Nicaragua,2025.0,NIC,1938175.0,0.0,0.0
Niger,0.0,NER,0.0,2025.0,0.0
Nigeria,2025.0,NGA,12320079.0,2025.0,13.0
Norway,2025.0,NOR,6607.0,2025.0,1260428.0
Oman,2025.0,OMN,350625.0,0.0,0.0
Pakistan,2025.0,PAK,46970501.0,2025.0,23291.0
Palau,2025.0,PLW,205.0,0.0,0.0
Panama,2025.0,PAN,3851058.0,2025.0,1804.0
Paraguay,2025.0,PRY,148032373.0,2025.0,39740968.0
Peru,2025.0,PER,292836708.0,2025.0,20007.0
Philippines,2025.0,PHL,7331916.0,2025.0,4223.0
Poland,2025.0,POL,7450220.0,2025.0,4550160.0
Portugal,2025.0,PRT,43621721.0,2025.0,1840950.0
Puerto Rico,2025.0,PRI,1085621.0,2025.0,1230.0
Qatar,2025.0,QAT,3169830.0,0.0,0.0
Reunion,2025.0,REU,40073.0,0.0,0.0
Romania,2025.0,ROU,3890311.0,2025.0,8742.0
Russia,2025.0,RUS,38.0,2025.0,3310285.0
Rwanda,2025.0,RWA,172759.0,0.0,0.0
Saint Christopher and Nevis,2025.0,KNA,11271.0,0.0,0.0
Saint Lucia,2025.0,LCA,5.0,0.0,0.0
Saint Vicent and the Granadines,2025.0,VCT,6991.0,0.0,0.0
Samoa,2025.0,WSM,1.0,0.0,0.0
San Marino,2025.0,SMR,1853.0,0.0,0.0
Saudi Arabia,2025.0,SAU,158196721.0,2025.0,6783.0
Senegal,2025.0,SEN,2872546.0,0.0,0.0
Serbia,2025.0,SRB,100.0,2025.0,157457.0
Seychelles,2025.0,SYC,118148.0,2025.0,802.0
Sierra Leone,2025.0,SLE,67287.0,2025.0,26.0
Singapore,2025.0,SGP,1862081.0,2025.0,2955739.0
Slovakia,2025.0,SVK,10.0,2025.0,9850.0
Slovenia,2025.0,SVN,962760.0,2025.0,1969762.0
South Africa,2025.0,ZAF,113448539.0,2025.0,16760.0
South Korea,2025.0,KOR,566832316.0,2025.0,4266624.0
Spain,2025.0,ESP,336337772.0,2025.0,20186541.0
Sri Lanka,2025.0,LKA,1180368.0,2025.0,24.0
Suriname,2025.0,SUR,539093.0,0.0,0.0
Sweden,2025.0,SWE,2070848.0,2025.0,48287176.0
Switzerland,2025.0,CHE,679119.0,2025.0,1746678.0
Syria,2025.0,SYR,9382.0,0.0,0.0
Taiwan,2025.0,TWN,261338068.0,2025.0,4179209.0
Tanzania,2025.0,TZA,360859.0,0.0,0.0
Thailand,2025.0,THA,73797416.0,2025.0,293888.0
Togo,2025.0,TGO,589941.0,0.0,0.0
Tokelau,0.0,TKL,0.0,2025.0,0.0
Trinidad and Tobago,2025.0,TTO,13149717.0,0.0,0.0
Tunisia,2025.0,TUN,3587144.0,2025.0,2509.0
Turkey,2025.0,TUR,517146864.0,2025.0,1817433.0
Turkmenistan,0.0,TKM,0.0,2025.0,2.0
Uganda,2025.0,UGA,1984221.0,0.0,0.0
Ukraine,2025.0,UKR,73.0,2025.0,474927.0
United Arab Emirates,2025.0,ARE,381621449.0,2025.0,142585.0
United Kingdom,2025.0,GBR,282950570.0,2025.0,2192100.0
United States,2025.0,USA,3170252559.0,2025.0,92189407.0
Uruguay,2025.0,URY,76595055.0,2025.0,22574649.0
Uzbekistan,2025.0,UZB,0.0,0.0,0.0
Venezuela,2025.0,VEN,33979977.0,0.0,0.0
Vietnam,2025.0,VNM,98920291.0,2025.0,1025115.0
Yemen,2025.0,YEM,1016346.0,0.0,0.0
Zambia,2025.0,ZMB,6220.0,0.0,0.0
Zimbabwe,2025.0,ZWE,143745.0,2025.0,0.0
