Country,Year_x,id,Exports,Year_y,Imports
Afghanistan,2025.0,AFG,0.0,2025.0,11.0
Albania,2025.0,ALB,655574.0,2025.0,6124.0
Algeria,2025.0,DZA,4214121.0,0.0,0.0
Andorra,0.0,AND,0.0,2025.0,0.0
Angola,2025.0,AGO,4846850.0,0.0,0.0
Antigua and Barbuda,2025.0,ATG,2391.0,0.0,0.0
Argentina,2025.0,ARG,514319797.0,2025.0,134186148.0
Armenia,2025.0,ARM,50273.0,0.0,0.0
Aruba,2025.0,ABW,126863.0,2025.0,1.0
Australia,2025.0,AUS,63162994.0,2025.0,1183.0
Austria,2025.0,AUT,30618903.0,2025.0,13810725.0
Azerbaijan,2025.0,AZE,24.0,0.0,0.0
Bahamas,2025.0,BHS,207295.0,0.0,0.0
Bahrein,2025.0,BHR,26053.0,2025.0,8.0
Bangladesh,2025.0,BGD,24714641.0,2025.0,6406.0
Barbados,2025.0,BRB,773017.0,0.0,0.0
Belgium,2025.0,BEL,369638158.0,2025.0,1747981.0
Belize,2025.0,BLZ,186844.0,0.0,0.0
Benin,2025.0,BEN,537833.0,0.0,0.0
Bermuda,2025.0,BMU,1505.0,0.0,0.0
Bolivia,2025.0,BOL,127758912.0,0.0,0.0
Bosnia and Herzegovina,2025.0,BIH,1.0,2025.0,1192.0
Botswana,2025.0,BWA,0.0,0.0,0.0
Brazil,2025.0,BRA,579.0,2025.0,212669.0
Bulgaria,2025.0,BGR,5658761.0,2025.0,11412.0
Burkina Faso,2025.0,BFA,151958.0,0.0,0.0
Burundi,2025.0,BDI,1270.0,0.0,0.0
Cambodia,2025.0,KHM,91511.0,2025.0,1473.0
Cameroon,2025.0,CMR,468135.0,0.0,0.0
Canada,2025.0,CAN,94448076.0,2025.0,24623375.0
Cape Verde,2025.0,CPV,1870.0,0.0,0.0
Cayman Islands,2025.0,CYM,48289.0,0.0,0.0
Chile,2025.0,CHL,170000802.0,2025.0,30820384.0
China,2025.0,CHN,10604150135.0,2025.0,338152154.0
Cocos (Keeling) Islands,0.0,CCK,0.0,2025.0,1285.0
Colombia,2025.0,COL,150383907.0,2025.0,10936095.0
Comoros,2025.0,COM,6.0,0.0,0.0
Congo,2025.0,COG,1384522.0,0.0,0.0
Cook Islands,2025.0,COK,136.0,0.0,0.0
Costa Rica,2025.0,CRI,6291069.0,2025.0,2893670.0
Cote D'Ivore,2025.0,CIV,5460560.0,0.0,0.0
Croatia,2025.0,HRV,5216072.0,2025.0,224955.0
Cuba,2025.0,CUB,2190625.0,0.0,0.0
Curaçao,2025.0,CUW,234496.0,0.0,0.0
Cyprus,2025.0,CYP,1429398.0,0.0,0.0
Czech Republic,2025.0,CZE,403573.0,2025.0,408073.0
Democratic Republic of the Congo,2025.0,COD,1964823.0,0.0,0.0
Denmark,2025.0,DNK,269705.0,2025.0,285651.0
Djibouti,2025.0,DJI,110.0,0.0,0.0
Dominican Republic,2025.0,DOM,26941396.0,2025.0,1923161.0
Ecuador,2025.0,ECU,133402932.0,2025.0,237.0
Egypt,2025.0,EGY,266677275.0,2025.0,2623797.0
El Salvador,2025.0,SLV,64885472.0,2025.0,0.0
Equatorial Guinea,2025.0,GNQ,2.0,0.0,0.0
Estonia,2025.0,EST,6.0,2025.0,185918.0
Ethiopia,2025.0,ETH,1.0,0.0,0.0
Falkland Islands (Malvinas),2025.0,FLK,0.0,0.0,0.0
Faroe Islands,2025.0,FRO,0.0,0.0,0.0
Finland,2025.0,FIN,17037418.0,2025.0,48566012.0
France,2025.0,FRA,438416105.0,2025.0,7852627.0
French Guyana,2025.0,GUF,6274.0,0.0,0.0
French Polynesia,2025.0,PYF,15775.0,0.0,0.0
Gabon,2025.0,GAB,39932.0,0.0,0.0
Gambia,2025.0,GMB,556381.0,0.0,0.0
Georgia,2025.0,GEO,113.0,0.0,0.0
Germany,2025.0,DEU,450566903.0,2025.0,49810778.0
Ghana,2025.0,GHA,15097811.0,0.0,0.0
Gibraltar,2025.0,GIB,1003.0,0.0,0.0
Greece,2025.0,GRC,18072079.0,2025.0,12281.0
Grenada,2025.0,GRD,3.0,0.0,0.0
Guadeloupe,2025.0,GLP,27482.0,0.0,0.0
Guam,2025.0,GUM,9.0,0.0,0.0
Guatemala,2025.0,GTM,26689699.0,2025.0,213110.0
Guinea,2025.0,GIN,1957335.0,0.0,0.0
Guinea-Bissau,2025.0,GNB,11110.0,0.0,0.0
Guyana,2025.0,GUY,1158572.0,2025.0,0.0
Haiti,2025.0,HTI,44992.0,0.0,0.0
Honduras,2025.0,HND,11301972.0,2025.0,1163166.0
Hong Kong,2025.0,HKG,3920711.0,2025.0,10357129.0
Hungary,2025.0,HUN,59109.0,2025.0,813411.0
Iceland,2025.0,ISL,0.0,2025.0,6.0
India,2025.0,IND,222808507.0,2025.0,5884412.0
Indonesia,2025.0,IDN,136255838.0,2025.0,8228773.0
Iraq,2025.0,IRQ,1034304.0,0.0,0.0
Ireland,2025.0,IRL,359356.0,2025.0,20213.0
Isle of Man,2025.0,IMN,66.0,0.0,0.0
Israel,2025.0,ISR,26538611.0,2025.0,24442873.0
Italy,2025.0,ITA,1912417286.0,2025.0,20413584.0
