Country,Year_x,id,Exports,Year_y,Imports
Afghanistan,2021.0,AFG,114.0,0.0,0.0
Albania,2021.0,ALB,379809.0,2021.0,10575.0
Algeria,2021.0,DZA,3840248.0,0.0,0.0
Andorra,2021.0,AND,5.0,2021.0,238.0
Angola,2021.0,AGO,4084087.0,0.0,0.0
Antigua and Barbuda,2021.0,ATG,260.0,0.0,0.0
Argentina,2021.0,ARG,462193861.0,2021.0,113934424.0
Armenia,2021.0,ARM,100311.0,0.0,0.0
Aruba,2021.0,ABW,95295.0,0.0,0.0
Australia,2021.0,AUS,44538511.0,2021.0,3915.0
Austria,2021.0,AUT,56426865.0,2021.0,18838441.0
Azerbaijan,2021.0,AZE,29.0,0.0,0.0
Bahamas,2021.0,BHS,222614.0,0.0,0.0
Bahrein,2021.0,BHR,5183040.0,2021.0,0.0
Bangladesh,2021.0,BGD,3685948.0,2021.0,1420.0
Barbados,2021.0,BRB,1455142.0,0.0,0.0
Belarus,0.0,BLR,0.0,2021.0,47025.0
Belgium,2021.0,BEL,95031684.0,2021.0,5584426.0
Belize,2021.0,BLZ,106605.0,0.0,0.0
Benin,2021.0,BEN,544414.0,0.0,0.0
Bermuda,2021.0,BMU,92.0,0.0,0.0
Bolivia,2021.0,BOL,92049211.0,2021.0,2722443.0
Bosnia and Herzegovina,2021.0,BIH,207.0,2021.0,1.0
Brazil,2021.0,BRA,35.0,2021.0,256923.0
Bulgaria,2021.0,BGR,231439.0,2021.0,10224.0
Burundi,2021.0,BDI,3677.0,0.0,0.0
Cambodia,2021.0,KHM,412015.0,2021.0,276.0
Cameroon,2021.0,CMR,2053605.0,0.0,0.0
Canada,2021.0,CAN,20760983.0,2021.0,24039335.0
Cape Verde,2021.0,CPV,2795.0,0.0,0.0
Cayman Islands,2021.0,CYM,2722818.0,0.0,0.0
Central African Republic,2021.0,CAF,273.0,2021.0,4436.0
Chile,2021.0,CHL,138286432.0,2021.0,24925160.0
China,2021.0,CHN,7134927229.0,2021.0,111443719.0
Christmas Island,2021.0,CXR,4.0,0.0,0.0
Cocos (Keeling) Islands,0.0,CCK,0.0,2021.0,2078.0
Colombia,2021.0,COL,122145744.0,2021.0,19922005.0
Congo,2021.0,COG,1072064.0,0.0,0.0
Cook Islands,2021.0,COK,15403.0,0.0,0.0
Costa Rica,2021.0,CRI,10157577.0,2021.0,977812.0
Cote D'Ivore,2021.0,CIV,5826642.0,0.0,0.0
Croatia,2021.0,HRV,1490648.0,2021.0,371.0
Cuba,2021.0,CUB,1795540.0,2021.0,50974.0
Curaçao,2021.0,CUW,272555.0,2021.0,47870.0
Cyprus,2021.0,CYP,5129368.0,0.0,0.0
Czech Republic,2021.0,CZE,1131.0,2021.0,691965.0
Democratic Republic of the Congo,2021.0,COD,663922.0,0.0,0.0
Denmark,2021.0,DNK,1467.0,2021.0,150753.0
Djibouti,2021.0,DJI,10.0,0.0,0.0
Dominica Island,2021.0,DMA,3.0,0.0,0.0
Dominican Republic,2021.0,DOM,29277644.0,2021.0,4780681.0
Ecuador,2021.0,ECU,38347743.0,2021.0,894785.0
Egypt,2021.0,EGY,61228125.0,2021.0,5382018.0
El Salvador,2021.0,SLV,3519032.0,2021.0,3992.0
Estonia,2021.0,EST,156.0,2021.0,280717.0
Ethiopia,2021.0,ETH,21.0,0.0,0.0
Fiji,2021.0,FJI,26.0,0.0,0.0
Finland,2021.0,FIN,48236.0,2021.0,54998316.0
France,2021.0,FRA,402345640.0,2021.0,6526427.0
French Guyana,2021.0,GUF,5357.0,0.0,0.0
French Polynesia,2021.0,PYF,40166.0,0.0,0.0
Gabon,2021.0,GAB,136187.0,0.0,0.0
