Country,Year_x,id,Exports,Year_y,Imports
Afghanistan,2024.0,AFG,60.0,0.0,0.0
Albania,2024.0,ALB,509635.0,2024.0,1630.0
Algeria,2024.0,DZA,4948048.0,0.0,0.0
Andorra,0.0,AND,0.0,2024.0,3.0
Angola,2024.0,AGO,2681104.0,0.0,0.0
Antigua and Barbuda,2024.0,ATG,832.0,0.0,0.0
Argentina,2024.0,ARG,425714455.0,2024.0,99444941.0
Armenia,2024.0,ARM,106700.0,0.0,0.0
Aruba,2024.0,ABW,55780.0,0.0,0.0
Australia,2024.0,AUS,61139162.0,2024.0,95671.0
Austria,2024.0,AUT,43454572.0,2024.0,27160767.0
Azerbaijan,2024.0,AZE,5753700.0,0.0,0.0
Bahamas,2024.0,BHS,262574.0,0.0,0.0
Bahrein,2024.0,BHR,10333786.0,2024.0,6.0
Bangladesh,2024.0,BGD,6224961.0,2024.0,710.0
Barbados,2024.0,BRB,856976.0,0.0,0.0
Belgium,2024.0,BEL,150548786.0,2024.0,1194352.0
Belize,2024.0,BLZ,202641.0,2024.0,5920.0
Benin,2024.0,BEN,372362.0,0.0,0.0
Bermuda,2024.0,BMU,292.0,0.0,0.0
Bolivia,2024.0,BOL,111764820.0,2024.0,19.0
Bosnia and Herzegovina,2024.0,BIH,65.0,2024.0,1412.0
Botswana,2024.0,BWA,133924.0,0.0,0.0
Brazil,2024.0,BRA,99.0,2024.0,187528.0
Bulgaria,2024.0,BGR,7662102.0,2024.0,8723.0
Burkina Faso,2024.0,BFA,5.0,0.0,0.0
Burundi,0.0,BDI,0.0,2024.0,0.0
Cambodia,2024.0,KHM,446245.0,2024.0,625.0
Cameroon,2024.0,CMR,76397.0,0.0,0.0
Canada,2024.0,CAN,28501608.0,2024.0,29444287.0
Cape Verde,2024.0,CPV,946.0,0.0,0.0
Cayman Islands,2024.0,CYM,118741.0,0.0,0.0
Chile,2024.0,CHL,155627885.0,2024.0,31318597.0
China,2024.0,CHN,9051585559.0,2024.0,273929129.0
Cocos (Keeling) Islands,2024.0,CCK,21107.0,2024.0,13829.0
Colombia,2024.0,COL,184374841.0,2024.0,16468040.0
Congo,2024.0,COG,1250541.0,0.0,0.0
Cook Islands,2024.0,COK,177.0,0.0,0.0
Costa Rica,2024.0,CRI,14476825.0,2024.0,2266428.0
Cote D'Ivore,2024.0,CIV,6934423.0,2024.0,3.0
Croatia,2024.0,HRV,3411365.0,2024.0,150529.0
Cuba,2024.0,CUB,3709060.0,0.0,0.0
Curaçao,2024.0,CUW,312093.0,0.0,0.0
Cyprus,2024.0,CYP,608809.0,0.0,0.0
Czech Republic,2024.0,CZE,492.0,2024.0,202528.0
Democratic Republic of the Congo,2024.0,COD,495485.0,0.0,0.0
Denmark,2024.0,DNK,12282.0,2024.0,291444.0
Dominica Island,2024.0,DMA,41.0,0.0,0.0
Dominican Republic,2024.0,DOM,39019366.0,2024.0,568783.0
Ecuador,2024.0,ECU,111919321.0,2024.0,209.0
Egypt,2024.0,EGY,136075520.0,2024.0,1337970.0
El Salvador,2024.0,SLV,55216101.0,2024.0,58.0
Equatorial Guinea,2024.0,GNQ,19867.0,0.0,0.0
Estonia,2024.0,EST,535.0,2024.0,464240.0
Ethiopia,2024.0,ETH,71.0,0.0,0.0
Fiji,2024.0,FJI,31.0,0.0,0.0
Finland,2024.0,FIN,1054206.0,2024.0,52834059.0
France,2024.0,FRA,419838408.0,2024.0,4474944.0
French Guyana,2024.0,GUF,2826.0,0.0,0.0
French Polynesia,2024.0,PYF,439.0,0.0,0.0
Gabon,2024.0,GAB,147335.0,0.0,0.0
Gambia,2024.0,GMB,632247.0,0.0,0.0
Georgia,2024.0,GEO,65755.0,2024.0,2.0
Germany,2024.0,DEU,355208680.0,2024.0,51651896.0
Ghana,2024.0,GHA,6533784.0,0.0,0.0
Gibraltar,2024.0,GIB,241.0,0.0,0.0
Greece,2024.0,GRC,9806371.0,2024.0,879464.0
Grenada,2024.0,GRD,8.0,0.0,0.0
Guadeloupe,2024.0,GLP,48247.0,0.0,0.0
Guam,2024.0,GUM,1.0,0.0,0.0
Guatemala,2024.0,GTM,44230708.0,2024.0,124824.0
Guinea,2024.0,GIN,882376.0,0.0,0.0
Guinea-Bissau,2024.0,GNB,18420.0,0.0,0.0
Guyana,2024.0,GUY,1625689.0,0.0,0.0
Haiti,2024.0,HTI,216364.0,0.0,0.0
Honduras,2024.0,HND,20575845.0,2024.0,1473370.0
Hong Kong,2024.0,HKG,1572162.0,2024.0,6940068.0
Hungary,2024.0,HUN,9903.0,2024.0,614704.0
Iceland,2024.0,ISL,0.0,0.0,0.0
India,2024.0,IND,64317857.0,2024.0,7148485.0
Indonesia,2024.0,IDN,197863941.0,2024.0,2049676.0
Iran,0.0,IRN,0.0,2024.0,1.0
Iraq,2024.0,IRQ,907986.0,0.0,0.0
Ireland,2024.0,IRL,176896.0,2024.0,88987.0
Isle of Man,2024.0,IMN,80.0,0.0,0.0
Israel,2024.0,ISR,28986036.0,2024.0,5449812.0
Italy,2024.0,ITA,1817869731.0,2024.0,18411482.0
Jamaica,2024.0,JAM,6935152.0,0.0,0.0
Japan,2024.0,JPN,240103040.0,2024.0,1333436.0
Jordan,2024.0,JOR,86046741.0,0.0,0.0
Kazakhstan,2024.0,KAZ,23.0,0.0,0.0
Kenya,2024.0,KEN,13250842.0,0.0,0.0
Kuwait,2024.0,KWT,1441642.0,0.0,0.0
Latvia,2024.0,LVA,106919.0,2024.0,215.0
Lebanon,2024.0,LBN,13623697.0,2024.0,16566.0
Liberia,2024.0,LBR,847251.0,0.0,0.0
Libya,2024.0,LBY,695290.0,0.0,0.0
Lithuania,2024.0,LTU,1717779.0,2024.0,839.0
Luxembourg,2024.0,LUX,749.0,2024.0,18377.0
Macedonia,2024.0,MKD,47920.0,0.0,0.0
Madagascar,2024.0,MDG,51178.0,0.0,0.0
Malawi,2024.0,MWI,0.0,0.0,0.0
Malaysia,2024.0,MYS,16604757.0,2024.0,673136.0
Maldives,2024.0,MDV,29.0,0.0,0.0
Malta,2024.0,MLT,1024096.0,2024.0,261.0
Marshall Islands,2024.0,MHL,29375.0,2024.0,4019.0
Martinique,2024.0,MTQ,97609.0,0.0,0.0
Mauritania,2024.0,MRT,137827.0,0.0,0.0
