Country,Year_x,id,Exports,Year_y,Imports
Saint Christopher and Nevis,2018.0,KNA,10.0,0.0,0.0
Saint Lucia,2018.0,LCA,39562.0,0.0,0.0
Saint Vicent and the Granadines,2018.0,VCT,5.0,0.0,0.0
Samoa,2018.0,WSM,34.0,2018.0,28802.0
Saudi Arabia,2018.0,SAU,31668091.0,2018.0,0.0
Senegal,2018.0,SEN,6065875.0,0.0,0.0
Serbia,2018.0,SRB,65572.0,2018.0,56959.0
Seychelles,2018.0,SYC,23962.0,0.0,0.0
Sierra Leone,2018.0,SLE,72126.0,0.0,0.0
Singapore,2018.0,SGP,31561609.0,2018.0,48546.0
Slovakia,2018.0,SVK,14.0,2018.0,5214.0
Slovenia,2018.0,SVN,257.0,2018.0,4180901.0
Somalia,2018.0,SOM,2.0,0.0,0.0
South Africa,2018.0,ZAF,82338626.0,2018.0,602709.0
South Korea,2018.0,KOR,386466555.0,2018.0,2443287.0
Spain,2018.0,ESP,408023072.0,2018.0,18617537.0
Sri Lanka,2018.0,LKA,3721959.0,2018.0,2.0
Sudan,2018.0,SDN,4.0,0.0,0.0
Suriname,2018.0,SUR,395559.0,0.0,0.0
Sweden,2018.0,SWE,16875419.0,2018.0,72589383.0
Switzerland,2018.0,CHE,3105965.0,2018.0,1482989.0
Syria,2018.0,SYR,40025.0,0.0,0.0
Taiwan,2018.0,TWN,256102591.0,2018.0,2577792.0
Tanzania,2018.0,TZA,1793100.0,0.0,0.0
Thailand,2018.0,THA,14055314.0,2018.0,54400.0
Togo,2018.0,TGO,1696431.0,0.0,0.0
Trinidad and Tobago,2018.0,TTO,13959152.0,0.0,0.0
Tunisia,2018.0,TUN,6603111.0,2018.0,9.0
Turkey,2018.0,TUR,151998601.0,2018.0,557679.0
Uganda,2018.0,UGA,450875.0,0.0,0.0
Ukraine,2018.0,UKR,172841.0,2018.0,7849.0
United Arab Emirates,2018.0,ARE,63086542.0,2018.0,78395.0
United Kingdom,2018.0,GBR,219046048.0,2018.0,9503314.0
United States,2018.0,USA,2029501999.0,2018.0,164763224.0
Uruguay,2018.0,URY,52735613.0,2018.0,7003228.0
Uzbekistan,0.0,UZB,0.0,2018.0,2543.0
Venezuela,2018.0,VEN,15435440.0,2018.0,684852.0
Vietnam,2018.0,VNM,41337549.0,2018.0,76134.0
Yemen,2018.0,YEM,47509.0,0.0,0.0
Zambia,2018.0,ZMB,3625.0,0.0,0.0
Zimbabwe,2018.0,ZWE,77091.0,0.0,0.0
