Country,Year_x,id,Exports,Year_y,Imports
Afghanistan,2020.0,AFG,94.0,0.0,0.0
Albania,2020.0,ALB,92036.0,2020.0,8493.0
Algeria,2020.0,DZA,8349047.0,0.0,0.0
Andorra,2020.0,AND,20.0,2020.0,285.0
Angola,2020.0,AGO,2145329.0,0.0,0.0
Antigua and Barbuda,2020.0,ATG,341.0,2020.0,2.0
Argentina,2020.0,ARG,470911682.0,2020.0,97010172.0
Armenia,2020.0,ARM,75525.0,0.0,0.0
Aruba,2020.0,ABW,148930.0,0.0,0.0
Australia,2020.0,AUS,38442973.0,2020.0,5182.0
Austria,2020.0,AUT,21109318.0,2020.0,17793694.0
Azerbaijan,2020.0,AZE,9.0,0.0,0.0
Bahamas,2020.0,BHS,145055.0,0.0,0.0
Bahrein,2020.0,BHR,400253.0,0.0,0.0
Bangladesh,2020.0,BGD,9660617.0,2020.0,287.0
Barbados,2020.0,BRB,761193.0,0.0,0.0
Belarus,2020.0,BLR,0.0,2020.0,14428.0
Belgium,2020.0,BEL,184100428.0,2020.0,4105776.0
Belize,2020.0,BLZ,120482.0,0.0,0.0
Benin,2020.0,BEN,905512.0,0.0,0.0
Bermuda,2020.0,BMU,309.0,0.0,0.0
Bolivia,2020.0,BOL,87016505.0,2020.0,128360.0
Bosnia and Herzegovina,2020.0,BIH,9.0,2020.0,8.0
Botswana,2020.0,BWA,189337.0,0.0,0.0
Brazil,2020.0,BRA,8.0,2020.0,16858.0
Bulgaria,2020.0,BGR,214806.0,2020.0,3442.0
Burkina Faso,2020.0,BFA,5.0,0.0,0.0
Cambodia,2020.0,KHM,115688.0,2020.0,138.0
Cameroon,2020.0,CMR,3089616.0,0.0,0.0
Canada,2020.0,CAN,24032968.0,2020.0,29695600.0
Cape Verde,2020.0,CPV,105683.0,2020.0,1.0
Cayman Islands,2020.0,CYM,39560287.0,0.0,0.0
Central African Republic,2020.0,CAF,99781.0,0.0,0.0
Chile,2020.0,CHL,96880188.0,2020.0,22359617.0
China,2020.0,CHN,8003583466.0,2020.0,116677545.0
Christmas Island,2020.0,CXR,49.0,2020.0,288.0
Cocos (Keeling) Islands,0.0,CCK,0.0,2020.0,2350.0
Colombia,2020.0,COL,95424923.0,2020.0,16228306.0
Congo,2020.0,COG,2335903.0,0.0,0.0
Costa Rica,2020.0,CRI,6014246.0,2020.0,89125.0
Cote D'Ivore,2020.0,CIV,10482056.0,0.0,0.0
Croatia,2020.0,HRV,23687.0,2020.0,33062.0
Cuba,2020.0,CUB,1290350.0,2020.0,11381.0
Curaçao,2020.0,CUW,239524.0,0.0,0.0
Cyprus,2020.0,CYP,481770.0,2020.0,0.0
Czech Republic,2020.0,CZE,120.0,2020.0,883956.0
Democratic Republic of the Congo,2020.0,COD,1460059.0,0.0,0.0
Denmark,2020.0,DNK,3221.0,2020.0,215381.0
Djibouti,2020.0,DJI,159656.0,0.0,0.0
Dominica Island,2020.0,DMA,10.0,0.0,0.0
Dominican Republic,2020.0,DOM,26530541.0,2020.0,3046809.0
Ecuador,2020.0,ECU,48554542.0,2020.0,852208.0
Egypt,2020.0,EGY,118129645.0,0.0,0.0
El Salvador,2020.0,SLV,8118497.0,0.0,0.0
Equatorial Guinea,2020.0,GNQ,19867.0,0.0,0.0
Estonia,2020.0,EST,317.0,2020.0,199627.0
Ethiopia,2020.0,ETH,367.0,0.0,0.0
Fiji,2020.0,FJI,282.0,0.0,0.0
Finland,2020.0,FIN,59549.0,2020.0,54473902.0
France,2020.0,FRA,348487149.0,2020.0,5398301.0
French Guyana,2020.0,GUF,4273.0,0.0,0.0
