Country,Year_x,id,Exports,Year_y,Imports
Nepal,2019.0,NPL,500.0,2019.0,27.0
Netherlands,2019.0,NLD,1367784031.0,2019.0,6981102.0
New Caledonia,2019.0,NCL,313771.0,0.0,0.0
New Zealand,2019.0,NZL,12746301.0,2019.0,1603365.0
Nicaragua,2019.0,NIC,1020994.0,2019.0,107935.0
Niger,2019.0,NER,25395.0,0.0,0.0
Nigeria,2019.0,NGA,29339696.0,2019.0,277.0
North Korea,2019.0,PRK,17487049.0,0.0,0.0
Norway,2019.0,NOR,2525.0,2019.0,1833223.0
Oman,2019.0,OMN,118804.0,0.0,0.0
Pakistan,2019.0,PAK,42762412.0,2019.0,989.0
Palestine,2019.0,PSE,41.0,0.0,0.0
Panama,2019.0,PAN,4313707.0,2019.0,153328.0
Papua New Guinea,2019.0,PNG,23583.0,0.0,0.0
Paraguay,2019.0,PRY,107730178.0,2019.0,20462079.0
Peru,2019.0,PER,144726712.0,2019.0,1232.0
Philippines,2019.0,PHL,17356887.0,2019.0,12941.0
Poland,2019.0,POL,5650958.0,2019.0,5862011.0
Portugal,2019.0,PRT,20902912.0,2019.0,6176207.0
Puerto Rico,2019.0,PRI,1164416.0,2019.0,969178.0
Qatar,2019.0,QAT,622022.0,0.0,0.0
Reunion,2019.0,REU,298652.0,0.0,0.0
Romania,2019.0,ROU,1967742.0,2019.0,9701.0
Russia,2019.0,RUS,3438361.0,2019.0,16759735.0
Rwanda,2019.0,RWA,12522.0,0.0,0.0
Saint Christopher and Nevis,2019.0,KNA,5.0,0.0,0.0
Saint Helena,2019.0,SHN,30571.0,0.0,0.0
Saint Lucia,2019.0,LCA,10.0,0.0,0.0
Saint Vicent and the Granadines,2019.0,VCT,23549.0,0.0,0.0
Samoa,0.0,WSM,0.0,2019.0,2.0
Saudi Arabia,2019.0,SAU,51459890.0,0.0,0.0
Senegal,2019.0,SEN,9014017.0,0.0,0.0
Serbia,2019.0,SRB,307.0,2019.0,58654.0
Seychelles,2019.0,SYC,1.0,0.0,0.0
Sierra Leone,2019.0,SLE,221522.0,0.0,0.0
Singapore,2019.0,SGP,50075583.0,2019.0,69071.0
Slovakia,2019.0,SVK,2.0,2019.0,718.0
Slovenia,2019.0,SVN,318.0,2019.0,1396369.0
Somalia,2019.0,SOM,27.0,0.0,0.0
South Africa,2019.0,ZAF,152935284.0,2019.0,324146.0
South Korea,2019.0,KOR,358190912.0,2019.0,2991335.0
Spain,2019.0,ESP,331422282.0,2019.0,18079584.0
Sri Lanka,2019.0,LKA,1265927.0,2019.0,10.0
Sudan,2019.0,SDN,169.0,0.0,0.0
Suriname,2019.0,SUR,986922.0,0.0,0.0
Sweden,2019.0,SWE,1408249.0,2019.0,70102745.0
Switzerland,2019.0,CHE,417703.0,2019.0,1236333.0
Syria,2019.0,SYR,49533.0,0.0,0.0
Taiwan,2019.0,TWN,264630830.0,2019.0,6812661.0
Tanzania,2019.0,TZA,1627086.0,0.0,0.0
Thailand,2019.0,THA,47325118.0,2019.0,56180.0
Togo,2019.0,TGO,2359542.0,0.0,0.0
Trinidad and Tobago,2019.0,TTO,16731097.0,0.0,0.0
Tunisia,2019.0,TUN,1280558.0,2019.0,11.0
Turkey,2019.0,TUR,134805786.0,2019.0,907573.0
Turkmenistan,0.0,TKM,0.0,2019.0,2.0
Tuvalu,2019.0,TUV,0.0,0.0,0.0
Uganda,2019.0,UGA,510502.0,0.0,0.0
Ukraine,2019.0,UKR,149.0,2019.0,12974.0
United Arab Emirates,2019.0,ARE,202919087.0,2019.0,108239.0
United Kingdom,2019.0,GBR,326077816.0,2019.0,6826242.0
United States,2019.0,USA,2485293871.0,2019.0,144704215.0
Uruguay,2019.0,URY,57114099.0,2019.0,1835960.0
Uzbekistan,2019.0,UZB,61.0,0.0,0.0
Vanuatu,0.0,VUT,0.0,2019.0,1.0
Venezuela,2019.0,VEN,10077362.0,2019.0,286740.0
Vietnam,2019.0,VNM,28064964.0,2019.0,240226.0
Yemen,2019.0,YEM,881707.0,0.0,0.0
Zambia,2019.0,ZMB,92.0,0.0,0.0
Zimbabwe,2019.0,ZWE,852429.0,0.0,0.0
